sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:ATC_code,ADD_INFO:drug_form,ADD_INFO:strength,ADD_INFO:brand,matchScore,mappingStatus,conceptId
854,Ronaxan vet.; 100 mg; TABLET,1,,QJ01AA02,TABLET,100 mg,Ronaxan vet.,0.5,UNCHECKED,0
855,"Plendil; Felodipin; 2,5 mg; PRRETA",13721,,C08CA02,PRRETA,"2,5 mg",Plendil,0.5,AUTO_MAPPED,1353780
857,Captopril ratiopharm; Captopril; 50 mg; TABLET,6045,,C09AA01,TABLET,50 mg,Captopril ratiopharm,0.5,AUTO_MAPPED,19074673
861,"Risperdal®; Risperidon; 0,5 mg; FICOTA",1,,N05AX08,FICOTA,"0,5 mg",Risperdal®,0.5,AUTO_MAPPED,735979
862,Prepulsid; 10 mg; TABLET,1,,A03FA02,TABLET,10 mg,Prepulsid,0.5,AUTO_MAPPED,932196
866,OxyContin®; Oxikodon; 80 mg; PRRETA,1,,N02AA05,PRRETA,80 mg,OxyContin®,0.5,AUTO_MAPPED,1124957
868,Seroxat; Paroxetin; 20 mg; FICOTA,1,,N06AB05,FICOTA,20 mg,Seroxat,0.5,AUTO_MAPPED,722031
872,Imigran; Sumatriptan; 12 mg/ml; SOLINJ,1,,N02CC01,SOLINJ,12 mg/ml,Imigran,0.5,AUTO_MAPPED,1140643
884,Risperdal®; Risperidon; 1 mg; FICOTA,1,,N05AX08,FICOTA,1 mg,Risperdal®,0.5,AUTO_MAPPED,735979
887,Xatral; Alfuzosin; 5 mg; PRRETA,1,,G04CA01,PRRETA,5 mg,Xatral,0.5,AUTO_MAPPED,930021
890,Isofluran Baxter; INVALI,1,,N01AB06,INVALI,,Isofluran Baxter,0.5,AUTO_MAPPED,782043
891,Didronate®; Etidronat; 200 mg; TABLET,1,,M05BA01,TABLET,200 mg,Didronate®,0.5,AUTO_MAPPED,1552929
895,Risperdal®; Risperidon; 2 mg; FICOTA,1,,N05AX08,FICOTA,2 mg,Risperdal®,0.5,AUTO_MAPPED,735979
899,Trinovum; Noretisteron + etinylestradiol; TABLET,1,,G03AB04,TABLET,,Trinovum,0.5,AUTO_MAPPED,1521369
907,"Minirin; Desmopressin; 0,2 mg; TABLET",1,,H01BA02,TABLET,"0,2 mg",Minirin,0.5,AUTO_MAPPED,1517070
910,Trinovum; Noretisteron + etinylestradiol; TABLET,1,,G03AB04,TABLET,,Trinovum,0.5,AUTO_MAPPED,1521369
911,OxyContin®; Oxikodon; 80 mg; PRRETA,1,,N02AA05,PRRETA,80 mg,OxyContin®,0.5,AUTO_MAPPED,1124957
921,Enalapril Mylan; Enalapril; 5 mg; TABLET,2544,,C09AA02,TABLET,5 mg,Enalapril Mylan,0.5,AUTO_MAPPED,40165789
933,Enalapril Mylan; Enalapril; 5 mg; TABLET,12329,,C09AA02,TABLET,5 mg,Enalapril Mylan,0.5,AUTO_MAPPED,40165789
944,Enalapril Mylan; Enalapril; 10 mg; TABLET,1876,,C09AA02,TABLET,10 mg,Enalapril Mylan,0.5,AUTO_MAPPED,40165762
954,Zyrlex®; Cetirizin; 10 mg; FICOTA,1,,R06AE07,FICOTA,10 mg,Zyrlex®,0.5,AUTO_MAPPED,1149196
955,Enalapril Mylan; Enalapril; 10 mg; TABLET,13545,,C09AA02,TABLET,10 mg,Enalapril Mylan,0.5,AUTO_MAPPED,40165762
957,Genotropin®; 5 mg; PSSOIJ,1,,H01AC01,PSSOIJ,5 mg,Genotropin®,0.5,AUTO_MAPPED,1584910
958,Oestriol Mylan; Estriol; 1 mg; TABLET,1,,G03CA04,TABLET,1 mg,Oestriol Mylan,0.5,AUTO_MAPPED,19049038
961,Genotropin®; 5 mg; PSSOIJ,1,,H01AC01,PSSOIJ,5 mg,Genotropin®,0.5,AUTO_MAPPED,1584910
962,Persantin; Dipyridamol; 100 mg; TABLET,30,,B01AC07,TABLET,100 mg,Persantin,0.5,AUTO_MAPPED,1331313
972,IntronA; 1 milj IE; PSSOIJ,1,,L03AB05,PSSOIJ,1 milj IE,IntronA,0.5,AUTO_MAPPED,1380068
977,Enalapril Mylan; Enalapril; 20 mg; TABLET,8906,,C09AA02,TABLET,20 mg,Enalapril Mylan,0.5,AUTO_MAPPED,40165773
979,Neurontin; Gabapentin; 400 mg; CAPHAR,1,,N03AX12,CAPHAR,400 mg,Neurontin,0.5,AUTO_MAPPED,797399
983,Risperdal; Risperidon; 1 mg/ml; ORASOL,1,,N05AX08,ORASOL,1 mg/ml,Risperdal,0.5,AUTO_MAPPED,735979
986,IntronA; 3 milj IE; PSSOIJ,1,,L03AB05,PSSOIJ,3 milj IE,IntronA,0.5,AUTO_MAPPED,1380068
995,IntronA; 5 milj IE; PSSOIJ,1,,L03AB05,PSSOIJ,5 milj IE,IntronA,0.5,AUTO_MAPPED,1380068
999,Aurorix; Moklobemid; 300 mg; TABLET,1,,N06AG02,TABLET,300 mg,Aurorix,0.5,AUTO_MAPPED,19010652
1003,Smartdose; IVLÖE,1,,V07AB,IVLÖE,,Smartdose,0.5,UNCHECKED,0
1005,Neurontin; Gabapentin; 400 mg; CAPHAR,1,,N03AX12,CAPHAR,400 mg,Neurontin,0.5,AUTO_MAPPED,797399
1007,Kalcipos®-D; Kalciumkarbonat + kolekalciferol; 500 mg/400 IE; FICOTA,169080,,A12AX,FICOTA,500 mg/400 IE,Kalcipos®-D,0.5,AUTO_MAPPED,19035704
1009,"Burinex®; 0,5 mg/ml; SOLINJ",572,,C03CA02,SOLINJ,"0,5 mg/ml",Burinex®,0.5,AUTO_MAPPED,932745
1015,IntronA; 10 milj IE; PSSOIJ,1,,L03AB05,PSSOIJ,10 milj IE,IntronA,0.5,AUTO_MAPPED,1380068
1018,PegIntron; Peginterferon alfa-2b; 50 mikrogram; PSSOIJ,1,,L03AB10,PSSOIJ,50 mikrogram,PegIntron,0.5,AUTO_MAPPED,1797155
1020,Smartdose; IVLÖE,1,,V07AB,IVLÖE,,Smartdose,0.5,UNCHECKED,0
1027,Mobic; Meloxikam; 15 mg; TABLET,130,,M01AC06,TABLET,15 mg,Mobic,0.5,AUTO_MAPPED,1150347
1028,"Laxoberal®; 2,5 mg; CAPSOF",1,,A06AB08,CAPSOF,"2,5 mg",Laxoberal®,0.5,AUTO_MAPPED,19025115
1029,Fragmin®; Dalteparin; 5000 IE; SOIJPS,20988,,B01AB04,SOIJPS,5000 IE,Fragmin®,0.5,AUTO_MAPPED,1301065
1036,Hirudoid®; Mukopolysackaridpolysulfat; CREAM,96,,C05BA01,CREAM,,Hirudoid®,0.5,AUTO_MAPPED,19011028
1037,Aricept; Donepezil; 10 mg; FICOTA,1,,N06DA02,FICOTA,10 mg,Aricept,0.5,AUTO_MAPPED,715997
1039,PegIntron; Peginterferon alfa-2b; 100 mikrogram; PSSOIJ,1,,L03AB10,PSSOIJ,100 mikrogram,PegIntron,0.5,AUTO_MAPPED,1797155
1042,Insulatard; Insulin (humant); 100 IE/ml; SUSINJ,1,,A10AC01,SUSINJ,100 IE/ml,Insulatard,0.5,AUTO_MAPPED,1596977
1043,PegIntron; Peginterferon alfa-2b; 150 mikrogram; PSSOIJ,1,,L03AB10,PSSOIJ,150 mikrogram,PegIntron,0.5,AUTO_MAPPED,1797155
1045,Lamictal; Lamotrigin; 50 mg; TABLET,1,,N03AX09,TABLET,50 mg,Lamictal,0.5,AUTO_MAPPED,705103
1055,"Mobic; Meloxikam; 7,5 mg; TABLET",1,,M01AC06,TABLET,"7,5 mg",Mobic,0.5,AUTO_MAPPED,1150345
1078,"Puregon®; Follitropin beta; 300 IE/0,36 ml; SOINCA",1,,G03GA06,SOINCA,"300 IE/0,36 ml",Puregon®,0.5,AUTO_MAPPED,1597235
1092,"Puregon®; Follitropin beta; 600 IE/0,72 ml; SOINCA",1,,G03GA06,SOINCA,"600 IE/0,72 ml",Puregon®,0.5,AUTO_MAPPED,1597235
1097,Cefamox; Cefadroxil; 1 g; TABLET,1,,J01DA09,TABLET,1 g,Cefamox,0.5,AUTO_MAPPED,1769535
1104,Aricept; Donepezil; 10 mg; FICOTA,1,,N06DA02,FICOTA,10 mg,Aricept,0.5,AUTO_MAPPED,715997
1110,Rennie® Lakrits; 680 mg/80 mg; CHETAB,1,,A02AD01,CHETAB,680 mg/80 mg,Rennie® Lakrits,0.5,UNCHECKED,0
1112,Mestinon; Pyridostigmin; 60 mg; COATAB,1,,N07AA02,COATAB,60 mg,Mestinon,0.5,AUTO_MAPPED,759740
1120,Celebra®; Celecoxib; 100 mg; CAPHAR,967,,M01AH01,CAPHAR,100 mg,Celebra®,0.5,AUTO_MAPPED,19081052
1123,Klacid; Klaritromycin; 250 mg; TABLET,1,,J01FA09,TABLET,250 mg,Klacid,0.5,AUTO_MAPPED,1750500
1125,Lamictal; Lamotrigin; 100 mg; TABLET,1,,N03AX09,TABLET,100 mg,Lamictal,0.5,AUTO_MAPPED,705103
1127,"Dentan®; Natriumfluorid; 0,75 mg; LOZENG",1,,A01AA01,LOZENG,"0,75 mg",Dentan®,0.5,AUTO_MAPPED,19069022
1129,Aprovel; Irbesartan; 75 mg; TABLET,717,,C09CA04,TABLET,75 mg,Aprovel,0.5,AUTO_MAPPED,19022947
1131,Klacid; Klaritromycin; 500 mg; TABLET,1,,J01FA09,TABLET,500 mg,Klacid,0.5,AUTO_MAPPED,1750500
1134,"Dentan®; Natriumfluorid; 0,25 mg; LOZENG",1,,A01AA01,LOZENG,"0,25 mg",Dentan®,0.5,AUTO_MAPPED,19069022
1136,GONAL-f®; 150 IE; PSSOIJ,1,,G03GA05,PSSOIJ,150 IE,GONAL-f®,0.5,AUTO_MAPPED,1542948
1140,Lamictal; Lamotrigin; 25 mg; TABLET,1,,N03AX09,TABLET,25 mg,Lamictal,0.5,AUTO_MAPPED,705103
1144,Dalacin; Klindamycin; 150 mg/ml; SOLINJ,1,,J01FF01,SOLINJ,150 mg/ml,Dalacin,0.5,AUTO_MAPPED,997881
1152,Aprovel; Irbesartan; 150 mg; TABLET,2247,,C09CA04,TABLET,150 mg,Aprovel,0.5,AUTO_MAPPED,19022948
1155,Aprovel; Irbesartan; 150 mg; TABLET,435,,C09CA04,TABLET,150 mg,Aprovel,0.5,AUTO_MAPPED,19022948
1165,Bioclavid; Amoxicillin + klavulansyra; 875 mg/125 mg; FICOTA,1,,J01CR02,FICOTA,875 mg/125 mg,Bioclavid,0.5,AUTO_MAPPED,1713332
1167,"Orgalutran®; Ganirelix; 0,25 mg/0,5 ml; SOLINJ",1,,H01CC01,SOLINJ,"0,25 mg/0,5 ml",Orgalutran®,0.5,AUTO_MAPPED,1536743
1168,Aprovel; Irbesartan; 300 mg; TABLET,149,,C09CA04,TABLET,300 mg,Aprovel,0.5,AUTO_MAPPED,19022949
1173,Mirtazapin Krka; Mirtazapin; 15 mg; FICOTA,1,,N06AX11,FICOTA,15 mg,Mirtazapin Krka,0.5,AUTO_MAPPED,725131
1176,Bioclavid; Amoxicillin + klavulansyra; 875 mg/125 mg; FICOTA,1,,J01CR02,FICOTA,875 mg/125 mg,Bioclavid,0.5,AUTO_MAPPED,1713332
1179,Aprovel; Irbesartan; 300 mg; TABLET,2407,,C09CA04,TABLET,300 mg,Aprovel,0.5,AUTO_MAPPED,19022949
1188,Aricept; Donepezil; 10 mg; FICOTA,1,,N06DA02,FICOTA,10 mg,Aricept,0.5,AUTO_MAPPED,715997
1189,Elosalic®; Mometasonfuroat + salicylsyra; 1 mg/g + 50 mg/g; OINTME,1,,D07XC03,OINTME,1 mg/g + 50 mg/g,Elosalic®,0.5,AUTO_MAPPED,905233
1194,Celebra®; Celecoxib; 200 mg; CAPHAR,1043,,M01AH01,CAPHAR,200 mg,Celebra®,0.5,AUTO_MAPPED,19081053
1200,Elosalic®; Mometasonfuroat + salicylsyra; 1 mg/g + 50 mg/g; OINTME,1,,D07XC03,OINTME,1 mg/g + 50 mg/g,Elosalic®,0.5,AUTO_MAPPED,905233
1201,Natriumklorid Baxter; Natriumklorid; 9 mg/ml; SOLINF,1,,B05BB01,SOLINF,9 mg/ml,Natriumklorid Baxter,0.5,AUTO_MAPPED,967823
1202,Riamet®; 20 mg/120 mg; TABLET,1,,P01BF01,TABLET,20 mg/120 mg,Riamet®,0.5,UNCHECKED,0
1203,GONAL-f®; 75 IE; PSSOIJ,1,,G03GA05,PSSOIJ,75 IE,GONAL-f®,0.5,AUTO_MAPPED,1542948
1205,Celebra®; Celecoxib; 200 mg; CAPHAR,1098,,M01AH01,CAPHAR,200 mg,Celebra®,0.5,AUTO_MAPPED,19081053
1213,Teveten®; Eprosartan; 600 mg; FICOTA,345,,C09CA02,FICOTA,600 mg,Teveten®,0.5,AUTO_MAPPED,19076924
1222,Fortum®; Ceftazidim; POSOIF,1,,J01DD02,POSOIF,,Fortum®,0.5,AUTO_MAPPED,1776684
1254,"Triatec; Ramipril; 2,5 mg; TABLET",1,,C09AA05,TABLET,"2,5 mg",Triatec,0.5,AUTO_MAPPED,1334456
1277,Lasix Retard; Furosemid; 60 mg; PRRECH,11975,,C03CA01,PRRECH,60 mg,Lasix Retard,0.5,AUTO_MAPPED,956944
1288,Aricept; Donepezil; 10 mg; FICOTA,1,,N06DA02,FICOTA,10 mg,Aricept,0.5,AUTO_MAPPED,715997
1289,Fortum®; Ceftazidim; POSOIF,1,,J01DD02,POSOIF,,Fortum®,0.5,AUTO_MAPPED,1776684
1295,Lasix®; Furosemid; 40 mg; TABLET,3,,C03CA01,TABLET,40 mg,Lasix®,0.5,AUTO_MAPPED,957136
1302,Dalacine; Klindamycin; 300 mg; CAPHAR,1,,J01FF01,CAPHAR,300 mg,Dalacine,0.5,AUTO_MAPPED,997881
1315,Dalacine; Klindamycin; 300 mg; CAPHAR,1,,J01FF01,CAPHAR,300 mg,Dalacine,0.5,AUTO_MAPPED,997881
1318,Vioxx; Rofecoxib; 25 mg; TABLET,1,,M01AH02,TABLET,25 mg,Vioxx,0.5,AUTO_MAPPED,1189754
1321,Uniderm®; Hydrokortison; 1 %; CREAM,1,,D07AA02,CREAM,1 %,Uniderm®,0.5,AUTO_MAPPED,975125
1323,"Triatec; Ramipril; 2,5 mg; TABLET",1,,C09AA05,TABLET,"2,5 mg",Triatec,0.5,AUTO_MAPPED,1334456
1324,Teveten®; Eprosartan; 600 mg; FICOTA,2755,,C09CA02,FICOTA,600 mg,Teveten®,0.5,AUTO_MAPPED,19076924
1332,"Dentan®; Natriumfluorid; 0,25 mg; LOZENG",1,,A01AA01,LOZENG,"0,25 mg",Dentan®,0.5,AUTO_MAPPED,19069022
1337,"Gadovist®; 1,0 mmol/ml; SOLINJ",1,,V08CA09,SOLINJ,"1,0 mmol/ml",Gadovist®,0.5,AUTO_MAPPED,19048493
1339,Uniderm®; Hydrokortison; 1 %; CREAM,1,,D07AA02,CREAM,1 %,Uniderm®,0.5,AUTO_MAPPED,975125
1340,"Vioxx; Rofecoxib; 12,5 mg; TABLET",1,,M01AH02,TABLET,"12,5 mg",Vioxx,0.5,AUTO_MAPPED,1189754
1346,Teveten®; 400 mg; FICOTA,1,,C09CA02,FICOTA,400 mg,Teveten®,0.5,AUTO_MAPPED,1346686
1347,Uniderm®; Hydrokortison; 1 %; CREAM,1,,D07AA02,CREAM,1 %,Uniderm®,0.5,AUTO_MAPPED,975125
1354,Uniderm®; Hydrokortison; 1 %; OINTME,1,,D07AA02,OINTME,1 %,Uniderm®,0.5,AUTO_MAPPED,975125
1357,Teveten®; 400 mg; FICOTA,1,,C09CA02,FICOTA,400 mg,Teveten®,0.5,AUTO_MAPPED,1346686
1363,Trombyl®; 75 mg; TABLET,3486178,,B01AC06,TABLET,75 mg,Trombyl®,0.5,AUTO_MAPPED,19004043
1366,Behepan®; Cyanokobalamin; 1 mg; FICOTA,1,,B03BA01,FICOTA,1 mg,Behepan®,0.5,AUTO_MAPPED,1308738
1368,Teveten®; 300 mg; FICOTA,1,,C09CA02,FICOTA,300 mg,Teveten®,0.5,AUTO_MAPPED,1346686
1376,Nexium®; Esomeprazol; 20 mg; GARETA,1177,,A02BC05,GARETA,20 mg,Nexium®,0.5,AUTO_MAPPED,904457
1377,Logimax; Metoprolol+felodipin; 5 mg/50 mg; PRRETA,2,,C07FB02,PRRETA,5 mg/50 mg,Logimax,0.5,AUTO_MAPPED,1307046
1379,Teveten®; 300 mg; FICOTA,1,,C09CA02,FICOTA,300 mg,Teveten®,0.5,AUTO_MAPPED,1346686
1381,Neurontin; Gabapentin; 300 mg; CAPHAR,1,,N03AX12,CAPHAR,300 mg,Neurontin,0.5,AUTO_MAPPED,797399
1383,Sabrilex; Vigabatrin; 500 mg; FICOTA,1,,N03AG04,FICOTA,500 mg,Sabrilex,0.5,AUTO_MAPPED,19020002
1397,Enalapril Mylan; Enalapril; 10 mg; TABLET,21369,,C09AA02,TABLET,10 mg,Enalapril Mylan,0.5,AUTO_MAPPED,40165762
1398,"Dentan®; Natriumfluorid; 0,75 mg; LOZENG",1,,A01AA01,LOZENG,"0,75 mg",Dentan®,0.5,AUTO_MAPPED,19069022
1399,"Orgalutran®; Ganirelix; 0,25 mg/0,5 ml; SOLINJ",1,,H01CC01,SOLINJ,"0,25 mg/0,5 ml",Orgalutran®,0.5,AUTO_MAPPED,1536743
1401,Nexium®; Esomeprazol; 20 mg; GARETA,2196,,A02BC05,GARETA,20 mg,Nexium®,0.5,AUTO_MAPPED,904457
1410,Nexium®; Esomeprazol; 20 mg; GARETA,3195,,A02BC05,GARETA,20 mg,Nexium®,0.5,AUTO_MAPPED,904457
1421,Nexium®; Esomeprazol; 20 mg; GARETA,5201,,A02BC05,GARETA,20 mg,Nexium®,0.5,AUTO_MAPPED,904457
1429,"Spektramox®; 80 mg/ml + 11,97 mg/ml; POORSU",1,,J01CR02,POORSU,"80 mg/ml + 11,97 mg/ml",Spektramox®,0.5,UNCHECKED,0
1432,Nexium®; Esomeprazol; 20 mg; GARETA,84711,,A02BC05,GARETA,20 mg,Nexium®,0.5,AUTO_MAPPED,904457
1441,"Symbicort® Turbuhaler®; Budesonid + formoterol; 160 mikrogram/4,5 mikrogram/inhalation; INHPOW",1,,R03AK07,INHPOW,"160 mikrogram/4,5 mikrogram/inhalation",Symbicort® Turbuhaler®,0.5,AUTO_MAPPED,939259
1443,Nexium®; Esomeprazol; 40 mg; GARETA,1699,,A02BC05,GARETA,40 mg,Nexium®,0.5,AUTO_MAPPED,904458
1454,Nexium®; Esomeprazol; 40 mg; GARETA,4611,,A02BC05,GARETA,40 mg,Nexium®,0.5,AUTO_MAPPED,904458
1455,"Symbicort® Turbuhaler®; Budesonid + formoterol; 160 mikrogram/4,5 mikrogram/inhalation; INHPOW",1,,R03AK07,INHPOW,"160 mikrogram/4,5 mikrogram/inhalation",Symbicort® Turbuhaler®,0.5,AUTO_MAPPED,939259
1465,Nexium®; Esomeprazol; 40 mg; GARETA,5084,,A02BC05,GARETA,40 mg,Nexium®,0.5,AUTO_MAPPED,904458
1474,Miniderm®; Glycerol; 20 %; CREAM,1,,D02AX,CREAM,20 %,Miniderm®,0.5,AUTO_MAPPED,961145
1480,Zyprexa®; Olanzapin; 10 mg; COATAB,1,,N05AH03,COATAB,10 mg,Zyprexa®,0.5,AUTO_MAPPED,785788
1488,Miniderm®; Glycerol; 20 %; CREAM,1,,D02AX,CREAM,20 %,Miniderm®,0.5,AUTO_MAPPED,961145
1489,Nexium®; Esomeprazol; 40 mg; GARETA,36314,,A02BC05,GARETA,40 mg,Nexium®,0.5,AUTO_MAPPED,904458
1490,NovoMix® 30 Penfill®; 100 E/ml; SUINCA,16968,,A10AD05,SUINCA,100 E/ml,NovoMix® 30 Penfill®,0.5,UNCHECKED,0
1495,Uniderm®; Hydrokortison; 1 %; OINTME,1,,D07AA02,OINTME,1 %,Uniderm®,0.5,AUTO_MAPPED,975125
1499,Logimax; Metoprolol+felodipin; 5 mg/50 mg; PRRETA,4288,,C07FB02,PRRETA,5 mg/50 mg,Logimax,0.5,AUTO_MAPPED,1307046
1503,"Zinacef®; Cefuroxim; 1,5 g; POSOIF",1,,J01DC02,POSOIF,"1,5 g",Zinacef®,0.5,AUTO_MAPPED,1778162
1507,Perfadex; SOORPR,1,,V07AY,SOORPR,,Perfadex,0.5,UNCHECKED,0
1514,Neurontin; Gabapentin; 300 mg; CAPHAR,1,,N03AX12,CAPHAR,300 mg,Neurontin,0.5,AUTO_MAPPED,797399
1525,Neurontin; Gabapentin; 400 mg; CAPHAR,1,,N03AX12,CAPHAR,400 mg,Neurontin,0.5,AUTO_MAPPED,797399
1529,Albuminativ®; 200 g/l; SOLINF,1,,B05AA01,SOLINF,200 g/l,Albuminativ®,0.5,UNCHECKED,0
1536,Neurontin; Gabapentin; 400 mg; CAPHAR,1,,N03AX12,CAPHAR,400 mg,Neurontin,0.5,AUTO_MAPPED,797399
1544,"Bricanyl Turbuhaler; Terbutalin; 0,25 mg/dos; INHPOW",1,,R03AC03,INHPOW,"0,25 mg/dos",Bricanyl Turbuhaler,0.5,AUTO_MAPPED,1236744
1548,Ovesterin; Estriol; 2 mg; TABLET,1,,G03CA04,TABLET,2 mg,Ovesterin,0.5,AUTO_MAPPED,19049038
1555,Aurorix; Moklobemid; 150 mg; TABLET,1,,N06AG02,TABLET,150 mg,Aurorix,0.5,AUTO_MAPPED,19010652
1562,Valtrex; Valaciklovir; 500 mg; FICOTA,1,,J05AB11,FICOTA,500 mg,Valtrex,0.5,AUTO_MAPPED,1717704
1564,Diprivan®; Propofol; 10 mg/ml; EMINIF,1,,N01AX10,EMINIF,10 mg/ml,Diprivan®,0.5,AUTO_MAPPED,753626
1566,Fluothane; INVALI,1,,N01AB01,INVALI,,Fluothane,0.5,AUTO_MAPPED,19066747
1570,Inderal®; 1 mg/ml; SOLINJ,5,,C07AA05,SOLINJ,1 mg/ml,Inderal®,0.5,AUTO_MAPPED,1353766
1572,Inderal®; Propranolol; 40 mg; TABLET,18599,,C07AA05,TABLET,40 mg,Inderal®,0.5,AUTO_MAPPED,40163342
1573,Inderal® Retard; Propranolol; 80 mg; PRRECH,374,,C07AA05,PRRECH,80 mg,Inderal® Retard,0.5,AUTO_MAPPED,40163356
1574,"Enalapril Mylan; Enalapril; 2,5 mg; TABLET",8555,,C09AA02,TABLET,"2,5 mg",Enalapril Mylan,0.5,AUTO_MAPPED,40165767
1577,Paludrine®; 100 mg; TABLET,1,,P01BB01,TABLET,100 mg,Paludrine®,0.5,AUTO_MAPPED,1792429
1579,"Zestril®; Lisinopril; 2,5 mg; TABLET",131,,C09AA03,TABLET,"2,5 mg",Zestril®,0.5,AUTO_MAPPED,1308250
1581,"Zomig®; Zolmitriptan; 2,5 mg; FICOTA",1,,N02CC03,FICOTA,"2,5 mg",Zomig®,0.5,AUTO_MAPPED,1116031
1583,Laktulos Meda; Laktulos; 10 g; ORPOSA,1,,A06AD11,ORPOSA,10 g,Laktulos Meda,0.5,AUTO_MAPPED,987245
1584,Zantac Brus; 150 mg; EFFTAB,1,,A02BA02,EFFTAB,150 mg,Zantac Brus,0.5,AUTO_MAPPED,961047
1585,Enalapril Mylan; Enalapril; 20 mg; TABLET,14318,,C09AA02,TABLET,20 mg,Enalapril Mylan,0.5,AUTO_MAPPED,40165773
1588,Kabiven; EMUINF,1,,B05BA10,EMUINF,,Kabiven,0.5,UNCHECKED,0
1590,Zestril®; Lisinopril; 10 mg; TABLET,4150,,C09AA03,TABLET,10 mg,Zestril®,0.5,AUTO_MAPPED,19080128
1598,Salazopyrin EN; Sulfasalazin; 500 mg; GARETA,1,,A07EC01,GARETA,500 mg,Salazopyrin EN,0.5,AUTO_MAPPED,964339
1599,Venofer®; Järnsackaros; 20 mg/ml; SIJCIJ,1,,B03AC,SIJCIJ,20 mg/ml,Venofer®,0.5,UNCHECKED,0
1600,Aurorix; Moklobemid; 150 mg; TABLET,1,,N06AG02,TABLET,150 mg,Aurorix,0.5,AUTO_MAPPED,19010652
1602,"Zinacef®; Cefuroxim; 1,5 g; POSOIF",1,,J01DC02,POSOIF,"1,5 g",Zinacef®,0.5,AUTO_MAPPED,1778162
1605,Kabiven; EMUINF,1,,B05BA10,EMUINF,,Kabiven,0.5,UNCHECKED,0
1607,Enalapril Mylan; Enalapril; 5 mg; TABLET,13324,,C09AA02,TABLET,5 mg,Enalapril Mylan,0.5,AUTO_MAPPED,40165789
1611,Kabiven; EMUINF,1,,B05BA10,EMUINF,,Kabiven,0.5,UNCHECKED,0
1612,Aricept; Donepezil; 5 mg; FICOTA,1,,N06DA02,FICOTA,5 mg,Aricept,0.5,AUTO_MAPPED,715997
1614,Claforan; Cefotaxim; POSOIJ,1,,J01DD01,POSOIJ,,Claforan,0.5,AUTO_MAPPED,1774470
1616,Folacin®; Folsyra; 5 mg; TABLET,1,,B03BB01,TABLET,5 mg,Folacin®,0.5,AUTO_MAPPED,19111620
1617,"Zomig® Rapimelt; Zolmitriptan; 2,5 mg; ORDITA",1,,N02CC03,ORDITA,"2,5 mg",Zomig® Rapimelt,0.5,AUTO_MAPPED,1116031
1622,Kabiven; EMUINF,1,,B05BA10,EMUINF,,Kabiven,0.5,UNCHECKED,0
1625,"Vasotop® vet.; 1,25 mg; TABLET",1,,QC09AA05,TABLET,"1,25 mg",Vasotop® vet.,0.5,UNCHECKED,0
1639,"Vasotop® vet.; 1,25 mg; TABLET",1,,QC09AA05,TABLET,"1,25 mg",Vasotop® vet.,0.5,UNCHECKED,0
1642,Emla; Lidokain + prilokain; 25 mg/g + 25 mg/g; CREAM,1,,N01BB20,CREAM,25 mg/g + 25 mg/g,Emla,0.5,AUTO_MAPPED,989878
1662,Aricept; Donepezil; 5 mg; FICOTA,1,,N06DA02,FICOTA,5 mg,Aricept,0.5,AUTO_MAPPED,715997
1664,"Vasotop® vet.; 2,5 mg; TABLET",1,,QC09AA05,TABLET,"2,5 mg",Vasotop® vet.,0.5,UNCHECKED,0
1665,Synarela; Nafarelin; 200 mikrog/dos; NASPSO,1,,H01CA02,NASPSO,200 mikrog/dos,Synarela,0.5,AUTO_MAPPED,1507558
1667,Nexium®; Esomeprazol; 20 mg; GARETA,8,,A02BC05,GARETA,20 mg,Nexium®,0.5,AUTO_MAPPED,904457
1672,Vasotop® vet.; 5 mg; TABLET,1,,QC09AA05,TABLET,5 mg,Vasotop® vet.,0.5,UNCHECKED,0
1673,"Zomig® Rapimelt; Zolmitriptan; 2,5 mg; ORDITA",1,,N02CC03,ORDITA,"2,5 mg",Zomig® Rapimelt,0.5,AUTO_MAPPED,1116031
1674,"Symbicort® mite Turbuhaler®; Budesonid + formoterol; 80 mikrogram/4,5 mikrogram/inhalation; INHPOW",1,,R03AK07,INHPOW,"80 mikrogram/4,5 mikrogram/inhalation",Symbicort® mite Turbuhaler®,0.5,AUTO_MAPPED,939259
1675,Diprivan®; Propofol; 10 mg/ml; EMINIF,1,,N01AX10,EMINIF,10 mg/ml,Diprivan®,0.5,AUTO_MAPPED,753626
1676,Neurontin; Gabapentin; 300 mg; CAPHAR,1,,N03AX12,CAPHAR,300 mg,Neurontin,0.5,AUTO_MAPPED,797399
1683,"Vasotop® vet.; 2,5 mg; TABLET",1,,QC09AA05,TABLET,"2,5 mg",Vasotop® vet.,0.5,UNCHECKED,0
1685,Albuminativ®; 200 g/l; SOLINF,1,,B05AA01,SOLINF,200 g/l,Albuminativ®,0.5,UNCHECKED,0
1686,Diprivan®; Propofol; 10 mg/ml; EMINIF,1,,N01AX10,EMINIF,10 mg/ml,Diprivan®,0.5,AUTO_MAPPED,753626
1689,"Zomig® Rapimelt; Zolmitriptan; 2,5 mg; ORDITA",1,,N02CC03,ORDITA,"2,5 mg",Zomig® Rapimelt,0.5,AUTO_MAPPED,1116031
