VARUNR,LNAMN,FREQUENCY,TARGET_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_CONCEPT_CLASS_ID
12982,Simvastatin IVAX tabl 20mg,68788,1539411,Simvastatin 20 MG Oral Tablet,Clinical Drug
194726,"Speridol, Filmdragerad tablett 5 mg",68294,40162878,Bisoprolol Fumarate 5 MG Oral Tablet,Clinical Drug
2727,"Enalapril Sandoz, tablett 5 mg",68263,40165789,Enalapril Maleate 5 MG Oral Tablet,Clinical Drug
90388,"Ramipril HEXAL, tablett 1,25 mg",67697,19102169,Ramipril 1.25 MG Oral Tablet,Clinical Drug
142927,"Burinex, tablett 1 mg",67600,932749,Bumetanide 1 MG Oral Tablet,Clinical Drug
508622,"Isoptin Retard, depottablett 240 mg BGP Products A",66992,40171884,Verapamil hydrochloride 240 MG Extended Release Oral Tablet,Clinical Drug
543267,"Metoprolol Sandoz, depottablett 50 mg",66973,40167216,metoprolol succinate 50 MG Extended Release Oral Tablet,Clinical Drug
116084,"Omeprazol Bluefish, enterokapsel, hård 20 mg",66924,19019418,Omeprazole 20 MG Delayed Release Oral Capsule,Clinical Drug
2771,"Enalapril Sandoz, tablett 20 mg",66897,40165773,Enalapril Maleate 20 MG Oral Tablet,Clinical Drug
102954,"Sparkal mite, tablett 2,5 mg/25 mg",65839,NA,NA,Not Mapped*
36267,"Pantoprazol Actavis, enterotablett 20 mg",65168,948079,pantoprazole 20 MG Delayed Release Oral Tablet,Clinical Drug
18130,"Atenolol Nycomed, filmdragerad tablett 25 mg",65008,19018811,Atenolol 25 MG Oral Tablet,Clinical Drug
5932,"Diovan, filmdragerad tablett 80 mg Novartis Sverig",64808,1308851,valsartan 80 MG Oral Tablet,Clinical Drug
87479,"Metformin Meda, tablett 500 mg",64415,40164929,Metformin hydrochloride 500 MG Oral Tablet,Clinical Drug
78623,"Lantus (SoloStar), inj-vätska, lösning i förfylld",64095,46234097,Insulin Glargine Pen Injector,Clinical Drug Form
28975,Amlodipin Sandoz tabl  5mg,62989,1332419,Amlodipine 5 MG Oral Tablet,Clinical Drug
28012,"Felodipin Teva, depottablett 5 mg",62987,1353818,Felodipine 5 MG Extended Release Oral Tablet,Clinical Drug
64063,"Monoket OD, depotkapsel, hård 50 mg UCB Nordic A/S",62932,19069136,Isosorbide Mononitrate,Ingredient
443721,Lipitor tabl 10mg Pfizer,62633,1545997,atorvastatin 10 MG Oral Tablet,Clinical Drug
163828,"Amloratio, tablett 10 mg",62545,19073093,Amlodipine 10 MG Oral Tablet,Clinical Drug
25366,"Metformin Teva, filmdragerad tablett 500 mg",62398,40164929,Metformin hydrochloride 500 MG Oral Tablet,Clinical Drug
11560,"Enalapril Comp Sandoz, tablett 20 mg/12,5 mg",62222,NA,NA,Not Mapped*
76070,"Ramipril HEXAL tab  1,25mg",62124,19102169,Ramipril 1.25 MG Oral Tablet,Clinical Drug
127241,"Atenolol Teva, filmdragerad tablett 50 mg",61611,1314008,Atenolol 50 MG Oral Tablet,Clinical Drug
10947,"Felodipin Teva, depottablett 5 mg",61418,1353818,Felodipine 5 MG Extended Release Oral Tablet,Clinical Drug
191742,"Plendil, depottablett 2,5 mg AstraZeneca AB",61089,1353780,Felodipine 2.5 MG Extended Release Oral Tablet,Clinical Drug
50469,"Losartan Krka, filmdragerad tablett 50 mg",61026,40185304,Losartan Potassium 50 MG Oral Tablet,Clinical Drug
11067,"Atenolol Sandoz, tablett 25 mg",60677,19018811,Atenolol 25 MG Oral Tablet,Clinical Drug
60913,"Nitromex, resoriblett, sublingual 0,25 mg",60465,19111043,Nitroglycerin 0.25 MG,Clinical Drug Comp
13282,"Omona, enterokapsel, hård 20 mg Distriquimica S.A.",60212,19019418,Omeprazole 20 MG Delayed Release Oral Capsule,Clinical Drug
390898,"Furix, tablett 500 mg",59943,19022069,Furosemide 500 MG Oral Tablet,Clinical Drug
58056,"Losartan Actavis, filmdragerad tablett 12,5 mg",59739,1367533,Losartan 12.5 MG Oral Tablet,Clinical Drug
50814,"Persantin Depot, depotkapsel, hård 200 mg Boehring",59682,1331271,Dipyridamole 200 MG Extended Release Oral Capsule,Clinical Drug
416446,"Cozaar Comp, filmdragerad tablett 50 mg/12,5 mg Me",59412,NA,NA,Not Mapped*
449595,Atenolol Mylan tabl 50 mg Mylan,59315,1314002,Atenolol,Ingredient
11978,"Felodipin Actavis, depottablett 5 mg",58857,1353818,Felodipine 5 MG Extended Release Oral Tablet,Clinical Drug
488063,"Candexetil, tablett 16 mg",58400,1351583,candesartan cilexetil 16 MG Oral Tablet,Clinical Drug
18209,"Spironolakton Nycomed, tablett 50 mg",57802,970283,Spironolactone 50 MG Oral Tablet,Clinical Drug
166307,"Metoprolol Actavis, depottablett 100 mg",57069,40167200,metoprolol succinate 100 MG Extended Release Oral Tablet,Clinical Drug
471425,"Mindiab, tablett 5 mg Pfizer AB",56631,19077638,Glipizide 5 MG Oral Tablet,Clinical Drug
10820,"Speridol, filmdragerad tablett 10 mg",56359,40162867,Bisoprolol Fumarate 10 MG Oral Tablet,Clinical Drug
73178,"Metformin Sandoz, filmdragerad tablett 500 mg",56082,40164929,Metformin hydrochloride 500 MG Oral Tablet,Clinical Drug
443793,"Amlodipin Accord, tablett 5 mg",56039,1332419,Amlodipine 5 MG Oral Tablet,Clinical Drug
443085,"Pantoloc, enterotablett 20 mg",55952,948079,pantoprazole 20 MG Delayed Release Oral Tablet,Clinical Drug
169888,"Glibenklamid Recip, tablett 3,5 mg",55701,19106974,Glyburide 3.5 MG Oral Tablet,Clinical Drug
112458,"Mindiab, tablett 2,5 mg",55659,19100559,Glipizide 2.5 MG Oral Tablet,Clinical Drug
59987,"Simvastatin Orion, Filmdragerad tablett 40 mg",55593,1539407,Simvastatin 40 MG Oral Tablet,Clinical Drug
73933,"Enalapril Krka, tablett 2,5 mg",55531,40165767,Enalapril Maleate 2.5 MG Oral Tablet,Clinical Drug
17248,"Amlodipin Actavis, tablett 5 mg",55457,1332419,Amlodipine 5 MG Oral Tablet,Clinical Drug
402560,Salures-K tabl,54945,NA,NA,Not Mapped*
374785,"Sotacor, tablett 80 mg",54670,40173997,Sotalol Hydrochloride 80 MG Oral Tablet,Clinical Drug
184507,"Emconcor CHF, filmdragerad tablett 5 mg",54247,40162878,Bisoprolol Fumarate 5 MG Oral Tablet,Clinical Drug
8772,"Artrox, filmdragerad tablett 625 mg",54162,19129266,Glucosamine 625 MG Oral Tablet,Clinical Drug
169854,"Glibenklamid Recip, tablett 1,75 mg",53944,19106975,Glyburide 1.75 MG Oral Tablet,Clinical Drug
491074,"Spironolactone Orion, tablett 25 mg",53852,19079658,Spironolactone 25 MG Oral Tablet,Clinical Drug
55878,"Simvastatin Arrow, filmdragerad tablett 20 mg",53713,1539411,Simvastatin 20 MG Oral Tablet,Clinical Drug
136346,"Felodipin Teva, depottablett 5 mg",53588,1353818,Felodipine 5 MG Extended Release Oral Tablet,Clinical Drug
448209,"Verapamil Mylan, tablett 40 mg",53354,40171905,Verapamil hydrochloride 40 MG Oral Tablet,Clinical Drug
6032,Linatil tabl  5mg,52953,40165789,Enalapril Maleate 5 MG Oral Tablet,Clinical Drug
2433,"Metformin Hexal, filmdragerad tablett 850 mg",52198,40164946,Metformin hydrochloride 850 MG Oral Tablet,Clinical Drug
592816,"Isosorbidmononitrat Mylan, tablett 10 mg",52182,19069136,Isosorbide Mononitrate,Ingredient
7745,"Enalapril comp ratiopharm, tablett 20 mg/12,5 mg",51724,NA,NA,Not Mapped*
44021,"Losatrix, filmdragerad tablett 50 mg",51639,40185304,Losartan Potassium 50 MG Oral Tablet,Clinical Drug
587915,"Triatec, tablett 5 mg Sanofi AB",51545,1334492,Ramipril 5 MG Oral Tablet,Clinical Drug
435441,"Candexetil, tablett 8 mg",51526,1351559,candesartan cilexetil 8 MG Oral Tablet,Clinical Drug
19666,"Aprovel, filmdragerad tablett 150 mg Sanofi AB",51147,19022948,irbesartan 150 MG Oral Tablet,Clinical Drug
21201,Simvastatin Actavis ta 10mg,50869,1539463,Simvastatin 10 MG Oral Tablet,Clinical Drug
14602,Simvastatin Copyfarm tabl 20mg,50772,1539411,Simvastatin 20 MG Oral Tablet,Clinical Drug
16367,"Omeprazol Arrow, enterokapsel, hård 20 mg",50583,19019418,Omeprazole 20 MG Delayed Release Oral Capsule,Clinical Drug
127621,"Metformin Hexal, filmdragerad tablett 500 mg",50328,40164929,Metformin hydrochloride 500 MG Oral Tablet,Clinical Drug
60211,"Losartan Sandoz, filmdragerad tablett 50 mg",49997,40185304,Losartan Potassium 50 MG Oral Tablet,Clinical Drug
14463,"Omeprazol ratiopharm, enterokapsel, hård 10 mg",49824,923647,Omeprazole 10 MG Delayed Release Oral Capsule,Clinical Drug
13296,"Omona, enterokapsel, hård 20 mg Distriquimica S.A.",49542,19019418,Omeprazole 20 MG Delayed Release Oral Capsule,Clinical Drug
25046,"Enalapril Krka, tablett 10 mg",49488,40165762,Enalapril Maleate 10 MG Oral Tablet,Clinical Drug
564553,"Omecat, enterokapsel, hård 20 mg",49408,19019418,Omeprazole 20 MG Delayed Release Oral Capsule,Clinical Drug
11528,"Daonil, tablett 3,5 mg",49135,19106974,Glyburide 3.5 MG Oral Tablet,Clinical Drug
97060,"Hirudoid, kräm PharmaCoDane ApS",49006,NA,NA,Not Mapped*
560971,"Omecat, enterokapsel, hård 20 mg",48679,19019418,Omeprazole 20 MG Delayed Release Oral Capsule,Clinical Drug
416594,"Cozaar Comp, filmdragerad tablett 50 mg/12,5 mg Me",48130,NA,NA,Not Mapped*
21777,"Metoprolol Sandoz, depottablett 25 mg",48119,40167211,metoprolol succinate 25 MG Extended Release Oral Tablet,Clinical Drug
511972,"Furosemid Recip, tablett 40 mg",48042,957136,Furosemide 40 MG Oral Tablet,Clinical Drug
166285,"Metoprolol Actavis, depottablett 50 mg",47623,40167216,metoprolol succinate 50 MG Extended Release Oral Tablet,Clinical Drug
64660,"Simvastatin Ranbaxy, filmdragerad tablett 10 mg",47509,1539463,Simvastatin 10 MG Oral Tablet,Clinical Drug
788992,"Waran utan färg ta 2,5mg",47315,40163534,Warfarin Sodium 2.5 MG Oral Tablet,Clinical Drug
127134,"Atenolol Teva, filmdragerad tablett 25 mg",47190,19018811,Atenolol 25 MG Oral Tablet,Clinical Drug
9805,"Atenolol Sandoz, tablett 100 mg",47070,1314006,Atenolol 100 MG Oral Tablet,Clinical Drug
178638,"Furosemid Teva, tablett 40 mg",46762,957136,Furosemide 40 MG Oral Tablet,Clinical Drug
529495,"Orudis Retard, depotkapsel, hård 200 mg Sanofi AB",46748,19080097,Ketoprofen 200 MG Extended Release Oral Capsule,Clinical Drug
164750,"Amlodipine Teva, tablett 10 mg",46540,19073093,Amlodipine 10 MG Oral Tablet,Clinical Drug
511949,"Furosemid Recip, tablett 25 mg",46054,956919,Furosemide 25 MG Oral Tablet,Clinical Drug
390831,"Furix, tablett 40 mg",45938,957136,Furosemide 40 MG Oral Tablet,Clinical Drug
39669,"Durbis Retard, depottablett 250 mg Sanofi AB",45915,19022249,Disopyramide 250 MG Extended Release Oral Tablet,Clinical Drug
438010,"Asasantin Retard, depotkapsel, hård 200 mg/25 mg B",45888,NA,NA,Not Mapped*
116353,"Enalapril Actavis, tablett 5 mg",45860,40165789,Enalapril Maleate 5 MG Oral Tablet,Clinical Drug
112441,"Mindiab, tablett 2,5 mg",45818,19100559,Glipizide 2.5 MG Oral Tablet,Clinical Drug
480130,"Candexetil, tablett 4 mg",45574,1351558,candesartan cilexetil 4 MG Oral Tablet,Clinical Drug
387425,"Speridol, Filmdragerad tablett 2,5 mg",45570,40166188,Bisoprolol Fumarate 2.5 MG Oral Tablet,Clinical Drug
21439,"Lipitor, filmdragerad tablett 10 mg Pfizer AB",45384,1545997,atorvastatin 10 MG Oral Tablet,Clinical Drug
20037,"Enalapril Comp STADA, tablett 20 mg/12,5 mg",45147,NA,NA,Not Mapped*
59669,"Carvedilol HEXAL, tablett 25 mg",44964,19022781,carvedilol 25 MG Oral Tablet,Clinical Drug
88725,"Omeprazol Pensa, enterokapsel, hård 20 mg",44628,19019418,Omeprazole 20 MG Delayed Release Oral Capsule,Clinical Drug
63933,"Monoket OD, depotkapsel, hård 25 mg",44594,19069136,Isosorbide Mononitrate,Ingredient
13038,Simvastatin IVAX tabl 40mg,44586,1539407,Simvastatin 40 MG Oral Tablet,Clinical Drug
91322,"Suscard, buckaltablett 2,5 mg",44551,1362276,Nitroglycerin 2.5 MG,Clinical Drug Comp
91151,"Esomeprazol ratiopharm, enterokapsel, hård 20 mg",44295,19123103,Esomeprazole 20 MG Delayed Release Oral Capsule,Clinical Drug
61618,"Lipitor, filmdragerad tablett 20 mg Pfizer AB",44163,19123592,atorvastatin 20 MG Oral Tablet,Clinical Drug
95296,"Bisoprolol Sandoz, filmdragerad tablett 10 mg",44154,40162867,Bisoprolol Fumarate 10 MG Oral Tablet,Clinical Drug
35151,"Pravastatin Teva, tablett 20 mg",44045,40175394,Pravastatin Sodium 20 MG Oral Tablet,Clinical Drug
59969,"Simvastatin Orion, Filmdragerad tablett 20 mg",44028,1539411,Simvastatin 20 MG Oral Tablet,Clinical Drug
511865,"Plavix, filmdragerad tablett 75 mg Sanofi AB",43917,19075601,clopidogrel 75 MG Oral Tablet,Clinical Drug
116342,"Enalapril Actavis, tablett 20 mg",43916,40165773,Enalapril Maleate 20 MG Oral Tablet,Clinical Drug
686,"Tenormin, filmdragerad tablett 100 mg",43855,1314006,Atenolol 100 MG Oral Tablet,Clinical Drug
113704,"Klexane, inj-vätska, lösning, förfylld spruta 100",43611,1301025,Enoxaparin,Ingredient
24896,"Omeprazol BMM Pharma, enterotablett 20 mg",42761,19102189,Omeprazole 20 MG Delayed Release Oral Tablet,Clinical Drug
39545,"Scheriproct, rektalsalva 0,19 %/0,5 %",42738,1550557,prednisolone,Ingredient
589028,Linatil tabl 10mg,42590,40165762,Enalapril Maleate 10 MG Oral Tablet,Clinical Drug
86625,"Amlodipin Krka, tablett 5 mg",41859,1332419,Amlodipine 5 MG Oral Tablet,Clinical Drug
39698,"Atenolol Mylan, tablett 25 mg",41727,19018811,Atenolol 25 MG Oral Tablet,Clinical Drug
186916,"Metformin Meda, tablett 850 mg",41691,40164946,Metformin hydrochloride 850 MG Oral Tablet,Clinical Drug
17505,"Bisoprolol STADA, filmdragerad tablett 5 mg",41547,40162878,Bisoprolol Fumarate 5 MG Oral Tablet,Clinical Drug
59493,Xyloproct rektalsalva,41494,40049723,Hydrocortisone Rectal Ointment,Clinical Drug Form
90118,"Sparkal mite, tablett 2,5 mg/25 mg",41453,NA,NA,Not Mapped*
10980,"Felodipin Teva, depottablett 10 mg",41238,19125704,Felodipine 10 MG Extended Release Oral Tablet,Clinical Drug
533927,"Kalcidon, tuggtablett 250 mg",41232,19071274,Calcium Carbonate 250 MG Chewable Tablet,Clinical Drug
11960,"Felodipin Actavis, depottablett 10 mg",41093,19125704,Felodipine 10 MG Extended Release Oral Tablet,Clinical Drug
554422,"Atorvastatin Actavis, filmdragerad tablett 40 mg",40883,1545996,atorvastatin 40 MG Oral Tablet,Clinical Drug
471619,"Enalapril Teva, tablett 20 mg",40703,40165773,Enalapril Maleate 20 MG Oral Tablet,Clinical Drug
379495,"Fragmin, inj-vätska, lösning, förfylld spruta 5000",40596,1301065,Dalteparin,Ingredient
107996,"Omeprazol Teva, enterokapsel, hård 20 mg",40081,19019418,Omeprazole 20 MG Delayed Release Oral Capsule,Clinical Drug
30309,"Felodipin Hexal, depottablett 2,5 mg",40023,1353780,Felodipine 2.5 MG Extended Release Oral Tablet,Clinical Drug
88679,"Omeprazol Pensa, Enterokapsel, hård 10 mg",40006,923647,Omeprazole 10 MG Delayed Release Oral Capsule,Clinical Drug
39294,"Losartan Teva, filmdragerad tablett 100 mg",39397,40185276,Losartan Potassium 100 MG Oral Tablet,Clinical Drug
83261,"Suscard, buckaltablett 2,5 mg",39243,1362276,Nitroglycerin 2.5 MG,Clinical Drug Comp
587758,"Triatec, tablett 2,5 mg Sanofi AB",39205,1334461,Ramipril 2.5 MG Oral Tablet,Clinical Drug
85530,"Amiloferm, tablett 5 mg/50 mg",39066,NA,NA,Not Mapped*
21502,"Ramipril Actavis, tablett 2,5 mg",38976,1334461,Ramipril 2.5 MG Oral Tablet,Clinical Drug
418043,"Pradaxa, kapsel, hård 150 mg Boehringer Ingelheim",38743,40228153,dabigatran etexilate 150 MG,Clinical Drug Comp
589010,Linatil tabl  5mg,38567,40165789,Enalapril Maleate 5 MG Oral Tablet,Clinical Drug
74270,"Lasix Retard, depotkapsel, hård 30 mg Sanofi AB",38503,19103817,Furosemide 30 MG Extended Release Oral Capsule,Clinical Drug
19175,"Atacand, tablett 32 mg AstraZeneca AB",38466,1351587,candesartan cilexetil 32 MG Oral Tablet,Clinical Drug
80324,"Losatrix Comp, filmdragerad tablett 50 mg/12,5 mg",38426,NA,NA,Not Mapped*
75504,"Metoprolol Orion, Depottablett 25 mg",38218,40167211,metoprolol succinate 25 MG Extended Release Oral Tablet,Clinical Drug
85141,"Omeprazol Actavis, enterokapsel, hård 20 mg",37969,19019418,Omeprazole 20 MG Delayed Release Oral Capsule,Clinical Drug
486274,"Pantoloc, enterotablett 40 mg Takeda Pharma AB",37465,19080217,pantoprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
402503,"Scheriproct, suppositorium 1,3 mg/1 mg",37448,1550557,prednisolone,Ingredient
20868,"Atenolol Orifarm, tablett 50 mg",37102,1314008,Atenolol 50 MG Oral Tablet,Clinical Drug
35870,"Enalapril Astimex, tablett 20 mg",37078,40165773,Enalapril Maleate 20 MG Oral Tablet,Clinical Drug
399733,"Fragmin, inj-vätska, lösning, förfylld spruta 7500",36872,1301065,Dalteparin,Ingredient
17982,"Omeprazol BMM Pharma, enterotablett 20 mg",36787,19102189,Omeprazole 20 MG Delayed Release Oral Tablet,Clinical Drug
13657,"Simvastatin Sandoz, filmdragerad tablett 10 mg",36688,1539463,Simvastatin 10 MG Oral Tablet,Clinical Drug
44010,"Losatrix, filmdragerad tablett 12,5 mg",36579,1367533,Losartan 12.5 MG Oral Tablet,Clinical Drug
11477,"Felodipin ratiopharm, depottablett 10 mg",36564,19125704,Felodipine 10 MG Extended Release Oral Tablet,Clinical Drug
94906,"Amlodipin BMM Pharma, tablett 5 mg",36511,1332419,Amlodipine 5 MG Oral Tablet,Clinical Drug
116198,"Amlodipin Bluefish, tablett 5 mg",36437,1332419,Amlodipine 5 MG Oral Tablet,Clinical Drug
1489,"Nexium, enterotablett 40 mg AstraZeneca AB",36314,904458,Esomeprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
560582,"Enalapril Sandoz, tablett 2,5 mg",36253,40165767,Enalapril Maleate 2.5 MG Oral Tablet,Clinical Drug
75550,"Metoprolol Orion, Depottablett 100 mg",36107,40167200,metoprolol succinate 100 MG Extended Release Oral Tablet,Clinical Drug
158725,"Diklofenak Mylan, enterotablett 50 mg",36065,40162346,Diclofenac Sodium 50 MG Delayed Release Oral Tablet,Clinical Drug
482455,"Cardizem Retard, depottablett 120 mg",36031,19134554,Diltiazem 120 MG Extended Release Oral Tablet,Clinical Drug
482455,"Cardizem Retard, depottablett 120 mg",36031,1328555,Diltiazem Hydrochloride 120 MG Extended Release Oral Tablet,Clinical Drug
10523,"Bisoprolol Actavis, tablett 10 mg",35703,40162867,Bisoprolol Fumarate 10 MG Oral Tablet,Clinical Drug
21991,"Metformin Actavis, filmdragerad tablett 500 mg",35510,40164929,Metformin hydrochloride 500 MG Oral Tablet,Clinical Drug
13175,"Omeprazol ratiopharm, enterokapsel, hård 20 mg",35484,19019418,Omeprazole 20 MG Delayed Release Oral Capsule,Clinical Drug
14409,"Plendil, depottablett 2,5 mg AstraZeneca AB",35430,1353780,Felodipine 2.5 MG Extended Release Oral Tablet,Clinical Drug
81013,"Metomylan, Depottablett 100 mg",35428,40167200,metoprolol succinate 100 MG Extended Release Oral Tablet,Clinical Drug
14756,"Ramipril HEXAL, tablett 5 mg",35227,1334492,Ramipril 5 MG Oral Tablet,Clinical Drug
5153,"Lipitor, filmdragerad tablett 10 mg Orifarm AB",35162,1545997,atorvastatin 10 MG Oral Tablet,Clinical Drug
142875,"Omeprazol Alternova, Enterotablett 20 mg",35115,19102189,Omeprazole 20 MG Delayed Release Oral Tablet,Clinical Drug
21897,"Metformin Actavis, filmdragerad tablett 500 mg",34668,40164929,Metformin hydrochloride 500 MG Oral Tablet,Clinical Drug
547132,"Atorvastatin Actavis, filmdragerad tablett 20 mg",34568,19123592,atorvastatin 20 MG Oral Tablet,Clinical Drug
483990,"Monoket OD, depotkapsel, hård 50 mg UCB Nordic A/S",34333,19069136,Isosorbide Mononitrate,Ingredient
28034,"MULTAQ, filmdragerad tablett 400 mg Sanofi AB",34151,40163617,dronedarone 400 MG Oral Tablet,Clinical Drug
443606,Lipitor tabl 20mg Pfizer,33991,19123592,atorvastatin 20 MG Oral Tablet,Clinical Drug
21431,Lipitor tabl 20mg Pfizer,33579,19123592,atorvastatin 20 MG Oral Tablet,Clinical Drug
98350,"Gaviscon, oral suspension",33571,19030059,alginic acid,Ingredient
59650,"Carvedilol HEXAL, tablett 12,5 mg",33471,19022750,carvedilol 12.5 MG Oral Tablet,Clinical Drug
35256,"Metoprolol Teva, depottablett 25 mg",33104,40167211,metoprolol succinate 25 MG Extended Release Oral Tablet,Clinical Drug
18842,"Artrox, filmdragerad tablett 625 mg",33097,19129266,Glucosamine 625 MG Oral Tablet,Clinical Drug
97995,"Bisocard, tablett 2,5 mg Actavis AB",33059,40166188,Bisoprolol Fumarate 2.5 MG Oral Tablet,Clinical Drug
192286,"Plendil, depottablett 10 mg AstraZeneca AB",32956,19125704,Felodipine 10 MG Extended Release Oral Tablet,Clinical Drug
475921,"Humalog Pen, inj-vätska, lösning, förfylld injekti",32759,46233944,Insulin Lispro Pen Injector,Clinical Drug Form
58112,"Losartan Actavis, filmdragerad tablett 100 mg",32719,40185276,Losartan Potassium 100 MG Oral Tablet,Clinical Drug
16976,"Lanzo, munsönderfallande tablett 30 mg Pfizer AB",32691,19098167,lansoprazole 30 MG Disintegrating Oral Tablet,Clinical Drug
1780,"Inderal, tablett 40 mg",32659,40163342,Propranolol Hydrochloride 40 MG Oral Tablet,Clinical Drug
15700,"Felodipin Mylan, depottablett 10 mg",32422,19125704,Felodipine 10 MG Extended Release Oral Tablet,Clinical Drug
