source_code,frequency,target_concept_id,target_concept_code,target_concept_name
Y450,360,45756551,Y45,"Adverse effects in the therapeutic use of analgesics, antipyretics and anti-inflammatory drugs"
Y453,358,45756551,Y45,"Adverse effects in the therapeutic use of analgesics, antipyretics and anti-inflammatory drugs"
X2300,356,45756382,X23,"Contact with hornets, wasps and bees as an external cause of morbidity and mortality"
W5572,355,45756306,W55,Bitten or struck by other mammals
W2600,354,45756279,W26,"Contact with knife, sword or dagger causing accidental injury"
Y0099,354,45756468,Y00,Assault by blunt object
W2701,353,45756280,W27,Contact with nonpowered hand tool causing accidental injury
W1992,350,45756257,W19,Unspecified fall causing accidental injury
W1789,346,45756255,W17,Other fall from one level to another causing accidental injury
Y911,346,45755977,Y91,Evidence of alcohol involvement determined by level of intoxication
V4459,343,45756543,V44,Car occupant injured in collision with heavy transport vehicle or bus
W0030,342,45756242,W00,Fall on same level involving ice and snow causing accidental injury
W1699,341,45756254,W16,Diving or jumping into water causing injury other than drowning or submersion causing accidental injury
Y0599,341,45756472,Y05,Sexual assault by bodily force
W0090,341,45756242,W00,Fall on same level involving ice and snow causing accidental injury
V4350,340,45756542,V43,"Car occupant injured in collision with car, pick-up truck or van"
V2809,339,45756341,V28,Motorcycle rider injured in noncollision transport accident
W4509,339,45756298,W45,Foreign body or object entering through skin causing accidental injury
V0920,338,45756176,V09,Pedestrian injured in other and unspecified transport accidents
W2009,336,45756258,W20,"Struck by thrown, projected or falling object causing accidental injury"
V4900,334,45756572,V49,Car occupant injured in other and unspecified transport accidents
W1049,330,45756250,W10,Fall on and from stairs and steps causing accidental injury
W3103,329,45756284,W31,Contact with other and unspecified machinery causing accidental injury
W1701,327,45756255,W17,Other fall from one level to another causing accidental injury
X5008,327,45756406,X50,Overexertion and strenuous or repetitive movements as an external cause of morbidity and mortality
X5001,326,45756406,X50,Overexertion and strenuous or repetitive movements as an external cause of morbidity and mortality
W0040,325,45756242,W00,Fall on same level involving ice and snow causing accidental injury
X5800,324,45756411,X58,Exposure to other specified factors as an external cause of morbidity and mortality
W2300,322,45756261,W23,"Caught, crushed, jammed or pinched in or between objects causing accidental injury"
Y610,319,45561576,Y61,Injury due to foreign object accidentally left in body during surgical and medical care
W3109,318,45756284,W31,Contact with other and unspecified machinery causing accidental injury
V9548,318,45756233,V95,Accident to powered aircraft causing injury to occupant
V921,315,45756204,V92,Water-transport-related drowning and submersion without accident to watercraft
W2900,314,45756282,W29,Contact with other powered hand tools and household machinery causing accidental injury
W1029,312,45756250,W10,Fall on and from stairs and steps causing accidental injury
W2601,310,45756279,W26,"Contact with knife, sword or dagger causing accidental injury"
V1799,309,45756223,V17,Pedal cyclist injured in collision with fixed or stationary object
Y654,308,45756644,Y65,Injury due to other misadventures during surgical and medical care
W1703,305,45756255,W17,Other fall from one level to another causing accidental injury
X5031,304,45756406,X50,Overexertion and strenuous or repetitive movements as an external cause of morbidity and mortality
W1801,303,45756256,W18,Other fall on same level causing accidental injury
V925,302,45756204,V92,Water-transport-related drowning and submersion without accident to watercraft
W2292,301,45756260,W22,Striking against or struck by other objects causing accidental injury
W0200,301,45756244,W02,"Fall involving ice-skates, skis, roller-skates or skateboards causing accidental injury"
W2303,300,45756261,W23,"Caught, crushed, jammed or pinched in or between objects causing accidental injury"
Y718,298,45756682,Y71,Cardiovascular devices associated with adverse incidents
W5401,298,45756305,W54,Bitten or struck by dog
W6099,297,45756311,W60,Contact with plant thorns and spines and sharp leaves
Y813,296,45756720,Y81,General- and plastic-surgery devices associated with adverse incidents
W1700,293,45756255,W17,Other fall from one level to another causing accidental injury
W0624,293,45575895,W06,Fall involving bed causing accidental injury
W3101,291,45756284,W31,Contact with other and unspecified machinery causing accidental injury
X5091,291,45756406,X50,Overexertion and strenuous or repetitive movements as an external cause of morbidity and mortality
X4400,289,45756400,X44,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"
W1881,289,45756256,W18,Other fall on same level causing accidental injury
W0803,288,45756248,W08,Fall involving other furniture causing accidental injury
W5030,288,45756301,W50,"Hit, struck, kicked, twisted, bitten or scratched by another person"
V4059,287,45756498,V40,Car occupant injured in collision with pedestrian or animal
V1848,287,45756224,V18,Pedal cyclist injured in noncollision transport accident
W0608,286,45575895,W06,Fall involving bed causing accidental injury
V1149,286,45756178,V11,Pedal cyclist injured in collision with other pedal cycle
W1829,284,45756256,W18,Other fall on same level causing accidental injury
W0153,282,45756243,W01,"Fall on same level from slipping, tripping and stumbling causing accidental injury"
W5009,281,45756301,W50,"Hit, struck, kicked, twisted, bitten or scratched by another person"
W2003,280,45756258,W20,"Struck by thrown, projected or falling object causing accidental injury"
W1792,279,45756255,W17,Other fall from one level to another causing accidental injury
Y520,279,45756583,Y52,Adverse effects in the therapeutic use of agents primarily affecting the cardiovascular system
X5930,278,45756412,X59,Exposure to unspecified factor as an external cause of morbidity and mortality
Y434,275,45756549,Y43,Adverse effects in the therapeutic use of primarily systemic agents
Y828,273,45756721,Y82,Other and unspecified medical devices associated with adverse incidents
V2841,272,45756341,V28,Motorcycle rider injured in noncollision transport accident
W0019,271,45756242,W00,Fall on same level involving ice and snow causing accidental injury
W6403,271,45756312,W64,Exposure to other and unspecified animate mechanical forces
W0152,269,45756243,W01,"Fall on same level from slipping, tripping and stumbling causing accidental injury"
W1962,269,45756257,W19,Unspecified fall causing accidental injury
W1830,269,45756256,W18,Other fall on same level causing accidental injury
Y1999,268,45756502,Y19,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent"
Y3399,268,45756516,Y33,"Other specified events, undetermined intent causing accidental injury"
Y408,267,45756526,Y40,Adverse effects in the therapeutic use of systemic antibiotics
V7999,266,45756057,V79,Bus occupant injured in other and unspecified transport accidents
W2388,266,45756261,W23,"Caught, crushed, jammed or pinched in or between objects causing accidental injury"
W1091,265,45756250,W10,Fall on and from stairs and steps causing accidental injury
W2499,264,45756277,W24,"Contact with lifting and transmission devices, not elsewhere classified causing accidental injury"
Y529,264,45756583,Y52,Adverse effects in the therapeutic use of agents primarily affecting the cardiovascular system
W0719,263,45547041,W07,Fall involving chair causing accidental injury
X2999,262,45756388,X29,Contact with unspecified venomous animal or plant as an external cause of morbidity and mortality
W2503,262,45756278,W25,Contact with sharp glass causing accidental injury
W0142,260,45756243,W01,"Fall on same level from slipping, tripping and stumbling causing accidental injury"
X8099,259,45590551,X80,Intentional self-harm by jumping from a high place
V1099,258,45756177,V10,Pedal cyclist injured in collision with pedestrian or animal
W2301,257,45756261,W23,"Caught, crushed, jammed or pinched in or between objects causing accidental injury"
W6492,257,45756312,W64,Exposure to other and unspecified animate mechanical forces
W1994,257,45756257,W19,Unspecified fall causing accidental injury
W0098,257,45756242,W00,Fall on same level involving ice and snow causing accidental injury
W3072,256,45756283,W30,Contact with agricultural machinery causing accidental injury
V4800,256,45756571,V48,Car occupant injured in noncollision transport accident
V2949,255,45756342,V29,Motorcycle rider injured in other and unspecified transport accidents
W4522,255,45756298,W45,Foreign body or object entering through skin causing accidental injury
W5400,254,45756305,W54,Bitten or struck by dog
X5990,254,45756412,X59,Exposure to unspecified factor as an external cause of morbidity and mortality
W2803,253,45756281,W28,Contact with powered lawnmower causing accidental injury
X5888,252,45756411,X58,Exposure to other specified factors as an external cause of morbidity and mortality
