source_code,frequency,intermediate_concept_id,intermediate_code,intermediate_name,intermediate_vocabulary,target_concept_id,target_code,target_name,target_vocabulary,domain_id
M796G,43773,45587063,M79.6,Pain in limb,ICD10 code,138525,90834002,Pain in limb,SNOMED,Condition
N832,43695,45539066,N83.2,Other and unspecified ovarian cysts,ICD10 code,197610,79883001,Cyst of ovary,SNOMED,Condition
L979,43603,45591659,L97,"Ulcer of lower limb, not elsewhere classified",ICD10 code,197304,95344007,Ulcer of lower extremity,SNOMED,Condition
N394,43481,45577525,N39.4,Other specified urinary incontinence,ICD10 code,197672,165232002,Urinary incontinence,SNOMED,Condition
E112,43454,45605400,E11.2,Non-insulin-dependent diabetes mellitus with renal complications,ICD10 code,443731,420279001,Renal disorder due to type 2 diabetes mellitus,SNOMED,Condition
N184,43429,45582393,N18.4,"Chronic kidney disease, stage 4",ICD10 code,443612,431857002,Chronic kidney disease stage 4,SNOMED,Condition
Z867,43151,45576199,Z86.7,Personal history of diseases of the circulatory system,ICD10 code,4214956,417662000,History of clinical finding in subject,SNOMED,Observation
I739,43031,45552846,I73.9,"Peripheral vascular disease, unspecified",ICD10 code,321052,400047006,Peripheral vascular disease,SNOMED,Condition
S7210,42944,45574361,S72.1,Pertrochanteric fracture,ICD10 code,4015503,208562000,Pertrochanteric fracture,SNOMED,Condition
Z508,42737,45556842,Z50.8,Care involving use of other rehabilitation procedures,ICD10 code,4026998,226050009,Prosthetic rehabilitation,SNOMED,Procedure
J069,42635,45562437,J06.9,"Acute upper respiratory infection, unspecified",ICD10 code,257011,54398005,Acute upper respiratory infection,SNOMED,Condition
R919,42268,45548995,,Abnormal findings on diagnostic imaging of lung,,437677,,Abnormal findings on diagnostic imaging of lung,SNOMED,
I119,42236,45576863,I11.9,Hypertensive heart disease without (congestive) heart failure,ICD10 code,319034,60899001,Hypertensive heart disease without congestive heart failure,SNOMED,Condition
E115,41708,45557114,E11.5,Non-insulin-dependent diabetes mellitus with peripheral circulatory complications,ICD10 code,443729,422166005,Peripheral circulatory disorder associated with type 2 diabetes mellitus,SNOMED,Condition
I634,41664,45591475,I63.4,Cerebral infarction due to embolism of cerebral arteries,ICD10 code,4108356,195190007,Cerebral infarction due to embolism of cerebral arteries,SNOMED,Condition
Z966G,41606,45600385,Z96.6,Presence of orthopedic joint implants,ICD10 code,4152780,284089007,Presence of orthopedic joint implant,SNOMED,Observation
R539,41579,45553741,R53,Malaise and fatigue,ICD10 code,439926,271795006,Malaise and fatigue,SNOMED,Condition
Z518,41569,45590737,Z51.8,Other specified medical care,ICD10 code,4021166,225365006,Care regime,SNOMED,Observation
N109,41076,45543856,N10,Acute tubulo-interstitial nephritis,ICD10 code,4102631,28637003,Acute interstitial nephritis,SNOMED,Condition
C833,41009,45600549,,Large cell (diffuse) non-Hodgkin's lymphoma,,432574,,"Diffuse non-Hodgkin's lymphoma, large cell",SNOMED,
I495,40772,45562354,I49.5,Sick sinus syndrome,ICD10 code,4261842,36083008,Sick sinus syndrome,SNOMED,Condition
J909,40704,45605897,J90,"Pleural effusion, not elsewhere classified",ICD10 code,254061,60046008,Pleural effusion,SNOMED,Condition
I211,40612,45586571,I21.1,Acute transmural myocardial infarction of inferior wall,ICD10 code,438170,73795002,Acute myocardial infarction of inferior wall,SNOMED,Condition
R398,40244,45548962,R39.8,Other and unspecified symptoms and signs involving the urinary system,ICD10 code,4021780,106100005,Lower urinary tract finding,SNOMED,Condition
M170,40240,45562648,M17.0,"Primary gonarthrosis, bilateral",ICD10 code,4114585,201841000,"Primary gonarthrosis, bilateral",SNOMED,Condition
H905,40130,45547994,H90.5,"Sensorineural hearing loss, unspecified",ICD10 code,374366,60700002,Sensorineural hearing loss,SNOMED,Condition
I210,39973,45591454,I21.0,Acute transmural myocardial infarction of anterior wall,ICD10 code,434376,54329005,Acute myocardial infarction of anterior wall,SNOMED,Condition
S8260,39877,45569819,S82.6,Fracture of lateral malleolus,ICD10 code,4085552,281535004,Fracture of lateral malleolus,SNOMED,Condition
H348,39652,45547863,H34.8,Other retinal vascular occlusions,ICD10 code,440392,73757007,Retinal vascular occlusion,SNOMED,Condition
H330,39645,45547857,H33.0,Retinal detachment with retinal break,ICD10 code,4055484,19620000,Rhegmatogenous retinal detachment,SNOMED,Condition
L409,39364,45533641,L40.9,"Psoriasis, unspecified",ICD10 code,140168,9014002,Psoriasis,SNOMED,Condition
K309,39254,45591584,K30,Dyspepsia,ICD10 code,439418,162031009,Indigestion,SNOMED,Condition
I471,38786,45567178,I47.1,Supraventricular tachycardia,ICD10 code,4275423,6456007,Supraventricular tachycardia,SNOMED,Condition
E149,38589,45605408,E14.9,Unspecified diabetes mellitus without complications,ICD10 code,4008576,111552007,Diabetes mellitus without complication,SNOMED,Condition
E050,38217,45600628,E05.0,Thyrotoxicosis with diffuse goiter,ICD10 code,138717,267374005,Toxic diffuse goiter,SNOMED,Condition
H348A,37943,45547863,H34.8,Other retinal vascular occlusions,ICD10 code,440392,73757007,Retinal vascular occlusion,SNOMED,Condition
G819,37887,45562106,G81.9,"Hemiplegia, unspecified",ICD10 code,374022,50582007,Hemiplegia,SNOMED,Condition
S700,37825,45574306,S70.0,Contusion of hip,ICD10 code,195401,44801007,Contusion of hip,SNOMED,Condition
S8280,37476,45536135,S82.8,Fractures of other parts of lower leg,ICD10 code,4187096,46866001,Fracture of lower limb,SNOMED,Condition
Z760,37402,45542456,,Issue of repeat prescription,,4082397,,Repeated prescription,SNOMED,
R509,37384,45582716,R50.9,"Fever, unspecified",ICD10 code,437663,386661006,Fever,SNOMED,Condition
Z089A,37361,45542401,Z08.9,Follow-up examination after unspecified treatment for malignant neoplasm,ICD10 code,4327050,7546001,"History and physical examination, follow-up for neoplastic disease",SNOMED,Procedure
M485,37308,45582162,M48.5,"Collapsed vertebra, not elsewhere classified",ICD10 code,4222001,84138006,Collapse of vertebra,SNOMED,Condition
N393,36986,45539046,N39.3,Stress incontinence,ICD10 code,195007,60241006,Female stress incontinence,SNOMED,Condition
K439,36864,45533594,K43.9,Ventral hernia without obstruction or gangrene,ICD10 code,4188155,414396006,Hernia of anterior abdominal wall,SNOMED,Condition
C649,36625,45600516,C64,"Malignant neoplasm of kidney, except renal pelvis",ICD10 code,198985,93849006,Primary malignant neoplasm of kidney,SNOMED,Condition
Z867C,36372,45576199,Z86.7,Personal history of diseases of the circulatory system,ICD10 code,4214956,417662000,History of clinical finding in subject,SNOMED,Observation
S060,36360,45582805,S06.0,Concussion,ICD10 code,,,,,
F101,35866,45595844,F10.1,"Mental and behavioral disorders due to use of alcohol, harmful use",ICD10 code,433753,15167005,Alcohol abuse,SNOMED,Condition
F321,35831,45552478,F32.1,Moderate depressive episode,ICD10 code,4049623,15639000,"Moderate major depression, single episode",SNOMED,Condition
D473,35801,45576400,D47.3,Essential (hemorrhagic) thrombocythemia,ICD10 code,438383,109994006,Essential thrombocythemia,SNOMED,Condition
E105,35739,45595796,E10.5,Insulin-dependent diabetes mellitus with peripheral circulatory complications,ICD10 code,318712,421365002,Peripheral circulatory disorder associated with type 1 diabetes mellitus,SNOMED,Condition
H931,35507,45543152,H93.1,Tinnitus,ICD10 code,377575,60862001,Tinnitus,SNOMED,Condition
Z035,35489,45590692,Z03.5,Observation for other suspected cardiovascular diseases,ICD10 code,4062856,171405001,Examination for suspected cardiovascular disease,SNOMED,Procedure
M350,35417,45562711,M35.0,Sicca syndrome [Sjogren],ICD10 code,254443,83901003,Sjogren's syndrome,SNOMED,Condition
H534,35116,45557469,H53.4,Visual field defects,ICD10 code,377286,12184005,Visual field defect,SNOMED,Condition
Z944,34682,45566478,,Liver transplant status,,4059464,,H/O: liver recipient,SNOMED,
Z048,34382,45552063,Z04.8,Examination and observation for other specified reasons,ICD10 code,443272,269735005,Injury undetermined whether accidentally or purposely inflicted,SNOMED,Condition
R391,34149,45534441,R39.1,Other difficulties with micturition,ICD10 code,4010658,102835006,Difficulty passing urine,SNOMED,Condition
I951,33853,45605872,I95.1,Orthostatic hypotension,ICD10 code,319041,28651003,Orthostatic hypotension,SNOMED,Condition
N309,33108,45606488,N30.9,"Cystitis, unspecified",ICD10 code,195588,38822007,Cystitis,SNOMED,Condition
J209,33106,45562445,J20.9,"Acute bronchitis, unspecified",ICD10 code,260139,10509002,Acute bronchitis,SNOMED,Condition
E660,33099,45581372,E66.0,Obesity due to excess calories,ICD10 code,4217557,415530009,Simple obesity,SNOMED,Condition
R119,32927,45539317,R11,Nausea and vomiting,ICD10 code,27674,16932000,Nausea and vomiting,SNOMED,Condition
E869,32823,45581386,E86,Volume depletion,ICD10 code,436375,28560003,Hypovolemia,SNOMED,Condition
Z492,32589,45576160,Z49.2,Other dialysis,ICD10 code,4224193,341939001,Extracorporeal hemofiltration,SNOMED,Procedure
N819,32498,45563026,N81.9,"Female genital prolapse, unspecified",ICD10 code,199876,73998008,Prolapse of female genital organs,SNOMED,Condition
F319,32453,45571758,F31.9,"Bipolar affective disorder, unspecified",ICD10 code,436665,13746004,Bipolar disorder,SNOMED,Condition
Z958,32449,45609999,Z95.8,Presence of other cardiac and vascular implants and grafts,ICD10 code,45766277,703398004,Cardiac implant in situ,SNOMED,Observation
H811,32168,45572061,H81.1,Benign paroxysmal vertigo,ICD10 code,81878,111541001,Benign paroxysmal positional vertigo,SNOMED,Condition
I472,31872,45586586,I47.2,Ventricular tachycardia,ICD10 code,4103295,25569003,Ventricular tachycardia,SNOMED,Condition
O800A,31771,45577661,O80.0,Spontaneous vertex delivery,ICD10 code,4205240,309469004,Spontaneous vertex delivery,SNOMED,Condition
M480K,31653,45557888,M48.0,Spinal stenosis,ICD10 code,77079,76107001,Spinal stenosis,SNOMED,Condition
M204,31413,45562664,M20.4,Other hammer toe(s) (acquired),ICD10 code,433577,122481008,Hammer toe,SNOMED,Condition
A099,31355,45755298,A09.9,Gastroenteritis and colitis of unspecified origin,ICD10 code,4043371,128999004,Inflammatory disorder of digestive tract,SNOMED,Condition
Z089,31275,45542401,Z08.9,Follow-up examination after unspecified treatment for malignant neoplasm,ICD10 code,4327050,7546001,"History and physical examination, follow-up for neoplastic disease",SNOMED,Procedure
Z720,31264,45581063,Z72.0,Tobacco use,ICD10 code,4005823,110483000,Tobacco user,SNOMED,Condition
G629,31109,45566898,G62.9,"Polyneuropathy, unspecified",ICD10 code,4174262,42345000,Polyneuropathy,SNOMED,Condition
K529,30917,45572215,K52.9,"Noninfective gastroenteritis and colitis, unspecified",ICD10 code,4324838,71207007,Noninfectious enteritis,SNOMED,Condition
I635,30857,45605808,I63.5,Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries,ICD10 code,4110192,195189003,Cerebral infarction due to thrombosis of cerebral arteries,SNOMED,Condition
E102,30827,45586137,E10.2,Insulin-dependent diabetes mellitus with renal complications,ICD10 code,200687,421893009,Renal disorder associated with type 1 diabetes mellitus,SNOMED,Condition
H405,30789,45571978,H40.5,Glaucoma secondary to other eye disorders,ICD10 code,4318691,95717004,Secondary glaucoma,SNOMED,Condition
M796F,30755,45587063,M79.6,Pain in limb,ICD10 code,138525,90834002,Pain in limb,SNOMED,Condition
N199,30685,45601718,N19,Unspecified renal failure,ICD10 code,192359,42399005,Renal failure syndrome,SNOMED,Condition
F331,30604,45576543,F33.1,"Recurrent depressive disorder, current episode moderate",ICD10 code,4077577,18818009,Moderate recurrent major depression,SNOMED,Condition
B962,30578,45566566,B96.2,Escherichia coli [E. coli] as the cause of diseases classified to other chapters,ICD10 code,440320,71057007,Infection due to Escherichia coli,SNOMED,Condition
H269,30573,45605651,H26.9,"Cataract, unspecified",ICD10 code,375545,193570009,Cataract,SNOMED,Condition
Z135,30367,45547288,Z13.5,Special screening examination for eye and ear disorders,ICD10 code,4167406,274412005,Eye disorder screening,SNOMED,Procedure
Z019,30293,45576123,Z01.9,"Special examination, unspecified",ICD10 code,4201409,302199004,Examination - action,SNOMED,Observation
Z081,30180,45600302,Z08.1,Follow-up examination after radiotherapy for malignant neoplasm,ICD10 code,4327050,7546001,"History and physical examination, follow-up for neoplastic disease",SNOMED,Procedure
C189,30097,45561790,C18.9,"Malignant neoplasm of colon, unspecified",ICD10 code,4180790,363406005,Malignant tumor of colon,SNOMED,Condition
L900,30071,45548221,L90.0,Lichen sclerosus et atrophicus,ICD10 code,4119189,25674000,Lichen sclerosus et atrophicus,SNOMED,Condition
M459,29940,45591841,M45,Ankylosing spondylitis,ICD10 code,437082,9631008,Ankylosing spondylitis,SNOMED,Condition
N183,29929,45543858,N18.3,"Chronic kidney disease, stage 3",ICD10 code,443597,433144002,Chronic kidney disease stage 3,SNOMED,Condition
C187,29797,45571491,C18.7,Malignant neoplasm of sigmoid colon,ICD10 code,443381,363410008,Malignant tumor of sigmoid colon,SNOMED,Condition
Z858,29748,45576195,Z85.8,Personal history of malignant neoplasms of other organs and systems,ICD10 code,4214956,417662000,History of clinical finding in subject,SNOMED,Observation
M179,29657,45606128,M17.9,"Gonarthrosis, unspecified",ICD10 code,4079750,239873007,Osteoarthritis of knee,SNOMED,Condition
R059,29573,45606792,R05,Cough,ICD10 code,254761,49727002,Cough,SNOMED,Condition
M232,29422,45591779,M23.2,Derangement of meniscus due to old tear or injury,ICD10 code,75346,111224002,Derangement of meniscus,SNOMED,Condition
R410,29272,45558469,R41.0,"Disorientation, unspecified",ICD10 code,4268911,62476001,Disorientated,SNOMED,Condition
G301,29221,45552521,G30.1,Alzheimer's disease with late onset,ICD10 code,4278830,66108005,"Primary degenerative dementia of the Alzheimer type, senile onset, uncomplicated",SNOMED,Condition
I830,28943,45557601,I83.0,Varicose veins of lower extremities with ulcer,ICD10 code,318784,304930004,Varicose veins of lower extremity with ulcer,SNOMED,Condition
E108,28890,45552384,E10.8,Insulin-dependent diabetes mellitus with unspecified complications,ICD10 code,435216,420868002,Disorder due to type 1 diabetes mellitus,SNOMED,Condition
H010,28780,45533180,H01.0,Blepharitis,ICD10 code,378425,41446000,Blepharitis,SNOMED,Condition
K579,28763,45543325,K57.9,"Diverticular disease of intestine, part unspecified, without perforation or abscess",ICD10 code,4266809,397881000,Diverticular disease,SNOMED,Condition
H160,28653,45557339,H16.0,Corneal ulcer,ICD10 code,373202,91514001,Corneal ulcer,SNOMED,Condition
N179,28633,45567829,N17.9,"Acute renal failure, unspecified",ICD10 code,197320,14669001,Acute renal failure syndrome,SNOMED,Condition
R065,28505,45573006,R06.5,Mouth breathing,ICD10 code,4298207,77329001,Mouth breathing,SNOMED,Condition
G510,28462,45571815,G51.0,Bell's palsy,ICD10 code,374923,193093009,Bell's palsy,SNOMED,Condition
R224,28407,45597173,R22.4,"Localized swelling, mass and lump, lower limb",ICD10 code,4171919,274745006,"Localized swelling, mass and lump, lower limb",SNOMED,Condition
Z867A,28337,45576199,Z86.7,Personal history of diseases of the circulatory system,ICD10 code,4214956,417662000,History of clinical finding in subject,SNOMED,Observation
M160,28211,45543482,M16.0,"Primary coxarthrosis, bilateral",ICD10 code,4115380,201839001,"Primary coxarthrosis, bilateral",SNOMED,Condition
H169,28066,45605629,H16.9,"Keratitis, unspecified",ICD10 code,374035,5888003,Keratitis,SNOMED,Condition
D229X,27958,45571603,D22.9,"Melanocytic nevi, unspecified",ICD10 code,4271013,400096001,Melanocytic nevus,SNOMED,Condition
N816,27413,45543893,N81.6,Rectocele,ICD10 code,40490888,447072005,Herniation of rectum into vagina,SNOMED,Condition
I352,27288,45562346,I35.2,Aortic (valve) stenosis with insufficiency,ICD10 code,4111099,194987006,Aortic valve stenosis with insufficiency,SNOMED,Condition
C449,27220,45590902,C44.9,"Malignant neoplasm of skin, unspecified",ICD10 code,4155297,372130007,Malignant neoplasm of skin,SNOMED,Condition
S610,27204,45578756,S61.0,Open wound of finger(s) without damage to nail,ICD10 code,4054063,125653000,Open wound of finger,SNOMED,Condition
G402,27142,45591172,G40.2,Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures,ICD10 code,4101747,193022009,Localization-related(focal)(partial)idiopathic epilepsy and epileptic syndromes with seizures of localized onset,SNOMED,Condition
M190B,27028,45601353,M19.0,Primary arthrosis of other joints,ICD10 code,72993,201829007,"Localized, primary osteoarthritis",SNOMED,Condition
