source_code,source_description
CKC20,Kryopexi på tilliggande näthinna
CKC30,Kryopexi på avlöst näthinna
CKC40,Elektrokoagulation av näthinna
CKC50,Transskleral laserbehandling
CKC60,Anbringande av episkleral plomb
CKC65,Avlägsnande av episkleral plomb
CKC70,Anbringande av episkleralt cerclage
CKC75,Avlägsnande av episkleralt cerclage
CKC99,"Annan extraokulär operation på åderhinna, näthinna eller i glaskropp"
CKD00,Dekompressiv punktion av glaskropp
CKD05,Injektion av läkemedel i glaskropp (i)
CKD10,Injektion av luft eller gas i glaskropp
CKD15,Injektion av glaskroppssubstitut
CKD20,Avlägsnande av glaskroppssubstitut
CKD25,Externt dränage av subretinal vätska
CKD30,Internt dränage av subretinal vätska
CKD40,Endofotokoagulation av näthinna
CKD45,Endokryokoagulation av näthinna
CKD50,Endodiatermi av näthinna
CKD60,Främre vitrektomi
CKD65,Vitrektomi genom pars plana eller pars plicata
CKD70,Excision av preretinalt eller epiretinalt membran
CKD75,Retinotomi
CKD80,Retinektomi
CKD85,Avlägsnande av subretinalt membran m.m.
CKD90,Avlägsnande av subretinal blödning
CKD99,"Annan intraokulär operation på åderhinna, näthinna eller i glaskropp"
CKE00,Exstirpation av tumör i åderhinna
CKE10,Transpupillär fotokoagulation av tumör i åderhinna
CKE15,Endofotokoagulation av tumör i åderhinna
CKE20,Kryoterapi av tumör i åderhinna
CKE30,Exstirpation av tumör i näthinna
CKE40,Transpupillär fotokoagulation av tumör i näthinna
CKE45,Endofotokoagulation av tumör i näthinna
CKE50,Kryoterapi av tumör i näthinna
CKE60,Strålbehandling av intraokulär tumör (inläggande av strålkälla)
CKE65,Extraktion av strålkälla
CKE99,Annan operation vid vävnadsförändring i åderhinna eller näthinna
CKW99,"Annan operation på åderhinna, näthinna eller i glaskropp"
CWA00,Reoperation för sårruptur
CWB00,Reoperation för ytlig infektion
CWC00,Reoperation för djup infektion
CWD00,Reoperation för ytlig blödning
CWE00,Reoperation för djup blödning
CWF00,Reoperation för anastomos- eller suturinsufficiens
CWW99,Annan reoperation i ögonregion
DAA00,Incision i ytteröra
DAB00,Resektion av tumör m.m. från ytteröra
DAB10,Resektion av ytteröra
DAB20,Avlägsnande av preaurikulär fistel
DAC00,Avlägsnande av främmande kropp från ytteröra
DAD00,Sutur av ytteröra
DAD10,Rekonstruktion av ytteröra
DAD20,Benfixering av öronprotes
DAD30,Plastikoperation av ytteröra
DAW99,Annan operation på ytteröra
DBA00,Incision i yttre hörselgång
DBB00,"Exstirpation (av tumör, exostos) från hörselgång"
DBB10,Resektion av hörselgång
DBD00,Sutur av yttre hörselgång
DBD10,Rekonstruktion av yttre hörselgång
DBD20,Plastikoperation av yttre hörselgång
DBD30,Plastikoperation av hörselgångsatresi
DBW99,Annan operation på hörselgång
DCA00,Biopsi av trumhinna eller mellanöra
DCA10,Paracentes av trumhinna
DCA20,Anläggande av mellanöredränage
DCA30,Exploration av mellanöra
DCB00,"Exstirpation (av polyp, granulation m. m.)"
DCB10,Adherenslösning i mellanöra
DCB20,Resektion av mellanöra
DCC00,Avlägsnande av främmande kropp från mellanöra
DCD00,Myringoplastik
DCD10,Tympanoplastik
DCW99,Annan operation på trumhinna eller mellanöra
DDA00,Stapedotomi
DDA10,Exploration av hörselbenskedja
DDB00,Stapedektomi
DDC00,Borttagande av hörselbensprotes
DDD00,Mobilisering av stapes
DDD05,Hörselbensplastik
DDD10,Interposition mellan malleus och stapes
DDD20,Interposition mellan trumhinna och stapesplatta
DDD30,Pexi mellan trumhinna och stapes
DDD40,Pexi mellan trumhinna och stapesplatta
DDE00,Fixering av elektromagnetisk hörapparat i hörselben
DDW99,Annan operation på hörselbenskedja
DEA00,Biopsi av processus mastoideus eller os temporale
DEA10,Endaural attiko-antrotomi
DEB00,Kortikal mastoidektomi
DEB10,Attiko-antro-mastoidektomi
DEB20,Attiko-antro-mastoidektomi och tympanotomi
DEB25,Attiko-antro-mastoidektomi och tympanoplastik
DEB30,Radikal mastoidektomi
DEB40,Resektion av processus mastoideus
DEB50,Resektion av os temporale
DEC00,Avlägsnande av främmande kropp från processus mastoideus eller os temporale
DED00,Obliteration av radikalhåla
DEE00,Anbringande av benförankrad hörapparat
DEW99,Annan operation på processus mastoideus eller os temporale
DFA00,Sackotomi
DFA10,Translabyrintär exploration av pyramidspets
DFB00,Labyrintektomi
DFB10,Labyrintdestruktion
DFD00,Fenestration av båggång
DFD10,Rekonstruktion av ovala fönstret
DFD20,Rekonstruktion av runda fönstret
DFD30,Slutning av perilymfatisk fistel
DFE00,Anbringande av kokleärt implantat
DFE10,Fixering av elektromagnetisk hörapparat i runda fönstret
DFW99,Annan operation på inneröra
DGA00,Biopsi av örontrumpet
DGB00,Obliteration av örontrumpet
DGW00,Dilatation av örontrumpet
DGW99,Annan operation på örontrumpet
DHA00,Incision i näsa
DHA10,Biopsi i näshåla
DHB00,Exstirpation från ytternäsa
DHB10,Exstirpation endonasalt
DHB20,Polypevulsio
DHB30,Avlägsnande av koanalpolyp via sinus maxillaris
DHB40,Konkotomi
DHB45,Destruktion av näsmusslans vävnad
DHB50,Konkoplastik
DHC05,Avlägsnande av penetrerande främmande kropp från näsa
DHC10,Avlägsnande av implantat från näsben
DHD00,Sutur i näsa
DHD10,Sluten reposition av näsfraktur
DHD20,Öppen reposition av näsfraktur
DHD30,Osteosyntes vid näsfraktur
DHW99,Annan operation på näsa
DJA00,Incision i nässeptum
DJA10,Biopsi av nässeptum
DJA20,Öppnande av sinus sphenoidalis transseptalt
DJB10,Resektion av nässeptum
DJD00,Sutur av nässeptum
DJD10,Tillslutning av nässeptumperforation
DJD20,Plastikoperation av nässeptum
DJD30,Sluten reposition av nässeptumfraktur
DJD40,Öppen reposition av nässeptumfraktur
DJW99,Annan operation på nässeptum
DKW00,Koagulering av blodkärl vid näsblödning
DKW10,Främre nästamponad
DKW20,Bakre nästamponad
DKW30,Elektrokoagulation vid näsblödning
DKW40,Ligatur av artär vid näsblödning
DKW99,Annat ingrepp vid näsblödning
DLD00,Korrektionsplastik av näsans broskskelett
DLD10,Korrektionsplastik av näsans brosk- och benskelett
DLD20,Yttre näsplastik
DLD25,Korrektionsplastik av koanalatresi
DLD30,Rekonstruktion av näsa
DLW99,Annan näsplastikoperation
DMA00,Biopsi av sinus maxillaris
DMA10,Exploration av sinus maxillaris
DMB00,Endonasal öppning av sinus maxillaris
DMB10,Trepanation av sinus maxillaris med bred öppning och radikaloperation
DMB20,Endoskopisk öppning av sinus maxillaris
DMB30,Transmaxillär operation
DMB40,Lateral rinotomi
DMC00,Avlägsnande av främmande kropp från sinus maxillaris
DMW00,Anläggande av dränage i sinus maxillaris (i)
DMW99,Annan operation på sinus maxillaris och överkäke
DNA00,Biopsi av sinus ethmoidale
DNB00,Yttre etmoidektomi
DNB10,Endonasal etmoidektomi
DNB20,Endoskopisk etmoidektomi
DNB30,Exstirpation av lokal förändring i sinus ethmoidale
DNC00,Avlägsnande av främmande kropp från sinus ethmoidale
DNW99,Annan operation på sinus ethmoidale
DPA00,Biopsi av sinus frontalis
DPA10,Biopsi av sinus sphenoidale
DPA20,Trepanation av sinus frontalis
DPA30,Trepanation av sinus sphenoidale
DPB00,Resektion av förändring i sinus frontalis
DPB10,Obliteration av sinus frontalis
DPB20,Resektion av förändring i sinus sphenoidale
DPB30,Obliteration av sinus sphenoidale
DPC00,Avlägsnande av främmande kropp
DPW00,Inläggande av frontonasalt dränage
DPW99,Annan operation på sinus frontalis eller sinus sphenoidale
DQA00,Incision i larynx
DQA10,Biopsi av larynx
DQA20,Explorativ laryngofissur
DQB00,Resektion av larynxtumör
DQB10,Endoskopisk exstirpation
DQB30,Laryngektomi
DQB40,Supraglottisk laryngektomi
DQB50,Hemilaryngektomi
DQB60,Arytenoidektomi
DQB70,Exstirpation av stämband
DQB80,Operation för stämbandsstriktur
DQC00,Avlägsnande av främmande kropp i struphuvudet
DQD00,Laterofixation av stämband
DQD10,Sutur av larynx
DQD20,Rekonstruktion av larynx med fri slemhinna
DQD30,Rekonstruktion av larynx med stjälkad lambå
DQD40,Plastikoperation på larynx
DQD42,Tyreoplastik
DQD50,Endoskopisk inläggning av stent i larynx
DQE00,Inläggande av larynxprotes (i)
DQE10,Injektion eller implantation av främmande material i stämband
DQW99,Annan operation på larynx
DWA00,Reoperation för sårruptur
DWB00,Reoperation för ytlig infektion
DWC00,Reoperation för djup infektion
DWD00,Reoperation för ytlig blödning
DWE00,Reoperation för djup blödning
DWF00,Reoperation för anastomos- eller suturinsufficiens
DWW99,"Annan reoperation på öron, näsa, hals eller struphuvud"
EAA00,Incision i läpp
EAA10,Exstirpation av lokal förändring på läpp
EAA20,Resektion av överläpp
EAA30,Resektion av underläpp
EAA99,Annan incision i eller resektion av läpp
EAB00,Sutur av läpp
EAB10,Excision och plastik av läppfrenulum
EAB20,Läpprekonstruktion eller -plastik
EAB30,Läpprekonstruktion eller -plastik på grund av läppspalt
EAB99,Annan rekonstruktion av läpp
EAW99,Annan operation på läpp
EBA00,Tandextraktion
EBA10,Operativ extraktion av tand
EBA20,Hemisektion av tand
EBA40,Rotspetsresektion
EBA99,Annan extraktion eller resektion av tand
EBB00,Behandling av tandluxation
EBB05,Behandling av tandfraktur
EBB10,Insättning av tandimplantat
EBB15,Insättning av implantatdistans
EBB20,Transplantation av tand
EBB40,Extraradikulär reparation av rotkanal i tand (i)
EBB99,Annan rekonstruktion av tand
EBU00,Avlägsnande av implantat eller externt fixationsmaterial från tand
EBW99,Annan operation på tand
ECA00,Friläggning av tand
ECA10,Incision i och dränering genom gingiva
ECA20,Biopsi av gingiva
ECA30,Resektion av gingivaförändring
ECA40,Behandling av parodontalabscess
ECA50,Parodontal operation
ECA60,Exstirpation av främmande föremål i gingiva eller alveolarutskott
ECA99,"Annan incision i, biopsi eller excision av gingiva eller alveolarutskott"
ECB00,Sutur av gingiva
ECB05,Slemhinneplastik
ECB10,Rekonstruktion av gingiva
ECB15,Plastikoperation av oronasal eller oroantral fistel
ECB20,Alveolarutskottsplastik
ECB30,Alveolarutskottsplastik med hud eller slemhinnetransplantat
ECB40,Behandling av alveolarutskottsfraktur
ECB50,Alveolarutskottsplastik med bentransplantat eller alloplastiskt material
ECB60,Rekonstruktion av alveolarutskott
ECB99,Annan rekonstruktion av gingiva eller alveolarutskott
ECU00,Avlägsnande av implantat eller externt fixationsmaterial från alveolarutskott
ECW99,Annan operation på gingiva eller alveolarutskott
EDA00,Incision i underkäke
EDA10,Biopsi av underkäke
EDB00,Resektion av underkäke
EDB10,Exstirpation av underkäke
EDB20,Hemimandibulektomi
EDB30,Koronoidektomi
EDB99,Annan resektion av underkäke
EDC00,Kondylotomi
EDC05,Segmentosteotomi på underkäke
EDC10,Sagittal ramusosteotomi på underkäke
EDC15,Vertikal ramusosteotomi på underkäke
EDC20,Övriga ramusosteotomier på underkäke
EDC25,Korpusosteotomi eller -ektomi av underkäke
EDC30,Genioplastik
EDC32,Sluten reposition och immobilisation av kollum- eller kaputfraktur på underkäke
EDC34,Sluten reposition och immobilisation av korpusfraktur på underkäke
EDC36,Öppen reposition och intern fixation av kollum- eller kaputfraktur på underkäke
EDC38,Öppen reposition och fixation av korpusfraktur på underkäke
EDC42,Rekonstruktion av underkäke med implantat
EDC45,Rekonstruktion av underkäke med bentransplantat
EDC99,Annat rekonstruktivt ingrepp på underkäke
EDU00,Avlägsnande av implantat eller externt fixationsmaterial från underkäke
EDW99,Annan operation på underkäke
EEA00,Incision i överkäke
EEA10,Biopsi av överkäke
EEB00,Resektion av överkäke
EEB10,Exstirpation av överkäke
EEB20,Hemimaxillektomi
EEB99,Annan resektion av överkäke
EEC00,Segmentosteotomi i överkäke
EEC05,Le Fort I-osteotomi
EEC10,Le Fort II-osteotomi
EEC15,Le Fort III-osteotomi
EEC20,Sluten reposition och immobilisation av överkäksfraktur
EEC25,Öppen reposition och osteosyntes av överkäksfraktur
EEC30,Reposition av zygomatico-maxilla-fraktur
EEC35,Reposition och osteosyntes av zygomatico-maxilla-fraktur
EEC40,Anläggande av sträck på överkäke
EEC42,Rekonstruktion av överkäke med implantat
EEC45,Rekonstruktion av överkäke med bentransplantat
EEC99,Annat rekonstruktivt ingrepp på överkäke
EEU00,Avlägsnande av implantat eller externt fixationsmaterial från överkäke
EEW99,Annan operation på överkäke
EFA10,Exstirpation av tumör i käke
EFA20,Dekortikation av käke
EFA40,Fenestration av käkcysta
EFA50,Exstirpation av käkcysta
EFA99,Annan resektion av käke
EFB10,Benplastik på käke
EFB20,Behandling av multipla ansiktsfrakturer
EFB30,Extern fixation vid behandling av ansiktsfraktur
EFB50,Ortodontisk åtgärd i samband med ortognatisk kirurgi
EFB60,Plastik av käkben eller ansiktsben med hjälp av bentransplantat eller alloplastiskt material
EFB99,Annan rekonstruktion av käke
EFU00,Avlägsnande av implantat eller externt fixationsmaterial från käke
EFW99,Annan operation på käke
EGA00,Käkledsartroskopi
EGA10,Incision i käkled
EGA20,Biopsi av käkled
EGB00,Kondylektomi av käkled
EGB10,Diskoperation på käkled
EGB20,Synovektomi av käkled
EGB99,Annan resektion av käkled
EGC00,Öppen reposition av käkledsluxation
EGC10,Plastikoperation av käkled
EGC20,Plastikoperation av käkled med ben- eller annat transplantat
EGC30,Protesoperation av käkled
EGC99,Annan rekonstruktion av käkled
EGU00,Avlägsnande av implantat eller externt fixationsmaterial från käkled
EGW99,Annan operation på käkled
EHA00,Incision av gom
EHA10,Biopsi av gom
EHB00,Excision av lokal förändring i gom
EHB99,Annan resektion av gom
EHC00,Sutur av gom
EHC10,Plastikoperation vid oronasal eller oroantral fistel i gom
EHC20,Sårrevision av gom
EHC30,Plastikoperation vid gomspalt
EHC31,Främre partiell rekonstruktion av gom
EHC32,Bakre partiell rekonstruktion av gom
EHC40,Plastikoperation vid dold gomspalt
EHC45,Sekundär rekonstruktion av gom vid gomspalt
EHC50,Rekonstruktion med farynxlambå vid gomspalt
EHC60,Rekonstruktion vid kombinerad läpp- och gomspalt
EHC99,Annan rekonstruktion av gom
EHU00,Avlägsnande av implantat eller externt fixationsmaterial från gom
EHW99,Annan operation på gom
EJA00,Incision i tunga eller munbotten
EJA10,Biopsi av tunga eller munbotten
EJA20,Avlägsnande av främmande kropp från tunga eller munbotten
EJB00,Exstirpation av ranula
EJB10,Exstirpation av tungtumör
EJB20,Exstirpation av tungbastumör
EJB30,Exstirpation av munbottentumör
EJB40,Hemiglossektomi
EJB50,Glossektomi
EJB60,Resektion av munbotten
EJB99,Annan resektion av tunga eller munbotten
EJC00,Sutur av tunga eller munbotten
EJC20,Tungbandsplastik (i)
EJC30,Tungplastik
EJC40,Glossopexi
EJC50,Reducerande glossoplastik
EJC99,Annan rekonstruktion av tunga eller munbotten
EJW99,Annan operation på tunga eller munbotten
EKA00,Incision i kind
EKA10,Biopsi av kind
EKB00,Exstirpation av lokal förändring i kind
EKB99,Annan resektion av kind
EKC00,Sutur av kind
EKC10,Avlägsnande av främmande kropp från kind
EKC20,Plastikoperation av kind
EKC30,Rekonstruktion av kind
EKC99,Annat rekonstruktivt ingrepp på kind
EKW99,Annan operation på kind
ELA00,Incision i spottkörtel
ELA10,Sialodokotomi (i)
ELA20,Sialolitotomi
ELA30,Biopsi av spottkörtel
ELB00,Exstirpation eller exploration av lokal förändring i spottkörtel
ELB10,Exstirpation av glandula salivaria minor
ELB20,Exstirpation av glandula sublingualis
ELB30,Exstirpation av glandula submandibularis
ELB40,Resektion av glandula parotis
ELB50,Exstirpation av glandula parotis
ELB99,Annan resektion eller excision av spottkörtel
ELC00,Sutur av spottkörtel
ELC30,Ligatur av spottkörtelgång
ELC40,Rekonstruktion av spottkörtelgång
ELC50,Translokation av spottkörtelgång
ELC60,Fisteloperation på spottkörtel
ELC99,Annan rekonstruktion av spottkörtel
ELW99,Annan operation på spottkörtel
EMA00,Incision i tonsill
EMA10,Biopsi av tonsill
EMA20,Incision i adenoid
EMA30,Biopsi av nasofarynx
EMB00,Exstirpation av tumör i tonsill eller adenoid
EMB10,Tonsillektomi
EMB15,Intrakapsulär destruktion av tonsillvävnad (i)
EMB20,Adenotonsillektomi
