source_code,intermediate_code,intermediate_concept_id,intermediate_name,intermediate_vocabulary,target_concept_id,target_name,target_vocabulary
F321,F32.1,45552478,Moderate depressive episode,ICD10,4049623,"Moderate major depression, single episode",SNOMED
D473,D47.3,45576400,Essential (hemorrhagic) thrombocythemia,ICD10,438383,Essential thrombocythemia,SNOMED
E105,E10.5,45595796,Insulin-dependent diabetes mellitus with peripheral circulatory complications,ICD10,318712,Peripheral circulatory disorder associated with type 1 diabetes mellitus,SNOMED
825C,,,,,,,
Z035,Z03.5,45590692,Observation for other suspected cardiovascular diseases,ICD10,4062856,Examination for suspected cardiovascular disease,SNOMED
M350,M35.0,45562711,Sicca syndrome [Sjogren],ICD10,254443,Sjogren's syndrome,SNOMED
H534,H53.4,45557469,Visual field defects,ICD10,377286,Visual field defect,SNOMED
Z944,,45566478,Liver transplant status,,4059464,H/O: liver recipient,SNOMED
Z048,Z04.8,45552063,Examination and observation for other specified reasons,ICD10,443272,Injury undetermined whether accidentally or purposely inflicted,SNOMED
R391,R39.1,45534441,Other difficulties with micturition,ICD10,4010658,Difficulty passing urine,SNOMED
I951,I95.1,45605872,Orthostatic hypotension,ICD10,319041,Orthostatic hypotension,SNOMED
N309,N30.9,45606488,"Cystitis, unspecified",ICD10,195588,Cystitis,SNOMED
J209,J20.9,45562445,"Acute bronchitis, unspecified",ICD10,260139,Acute bronchitis,SNOMED
E660,E66.0,45581372,Obesity due to excess calories,ICD10,4217557,Simple obesity,SNOMED
R119,R11,45539317,Nausea and vomiting,ICD10,27674,Nausea and vomiting,SNOMED
E869,E86,45581386,Volume depletion,ICD10,436375,Hypovolemia,SNOMED
Z492,Z49.2,45576160,Other dialysis,ICD10,4224193,Extracorporeal hemofiltration,SNOMED
N819,N81.9,45563026,"Female genital prolapse, unspecified",ICD10,199876,Prolapse of female genital organs,SNOMED
F319,F31.9,45571758,"Bipolar affective disorder, unspecified",ICD10,436665,Bipolar disorder,SNOMED
Z958,Z95.8,45609999,Presence of other cardiac and vascular implants and grafts,ICD10,45766277,Cardiac implant in situ,SNOMED
H811,H81.1,45572061,Benign paroxysmal vertigo,ICD10,81878,Benign paroxysmal positional vertigo,SNOMED
I472,I47.2,45586586,Ventricular tachycardia,ICD10,4103295,Ventricular tachycardia,SNOMED
O800A,O80.0,45577661,Spontaneous vertex delivery,ICD10,4205240,Spontaneous vertex delivery,SNOMED
M480K,M48.0,45557888,Spinal stenosis,ICD10,77079,Spinal stenosis,SNOMED
M204,M20.4,45562664,Other hammer toe(s) (acquired),ICD10,433577,Hammer toe,SNOMED
A099,A09.9,45755298,Gastroenteritis and colitis of unspecified origin,ICD10,4043371,Inflammatory disorder of digestive tract,SNOMED
Z089,Z08.9,45542401,Follow-up examination after unspecified treatment for malignant neoplasm,ICD10,4327050,"History and physical examination, follow-up for neoplastic disease",SNOMED
Z720,Z72.0,45581063,Tobacco use,ICD10,4005823,Tobacco user,SNOMED
G629,G62.9,45566898,"Polyneuropathy, unspecified",ICD10,4174262,Polyneuropathy,SNOMED
K529,K52.9,45572215,"Noninfective gastroenteritis and colitis, unspecified",ICD10,4324838,Noninfectious enteritis,SNOMED
I635,I63.5,45605808,Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries,ICD10,4110192,Cerebral infarction due to thrombosis of cerebral arteries,SNOMED
E102,E10.2,45586137,Insulin-dependent diabetes mellitus with renal complications,ICD10,200687,Renal disorder associated with type 1 diabetes mellitus,SNOMED
H405,H40.5,45571978,Glaucoma secondary to other eye disorders,ICD10,4318691,Secondary glaucoma,SNOMED
M796F,M79.6,45587063,Pain in limb,ICD10,138525,Pain in limb,SNOMED
N199,N19,45601718,Unspecified renal failure,ICD10,192359,Renal failure syndrome,SNOMED
F331,F33.1,45576543,"Recurrent depressive disorder, current episode moderate",ICD10,4077577,Moderate recurrent major depression,SNOMED
B962,B96.2,45566566,Escherichia coli [E. coli] as the cause of diseases classified to other chapters,ICD10,440320,Infection due to Escherichia coli,SNOMED
H269,H26.9,45605651,"Cataract, unspecified",ICD10,375545,Cataract,SNOMED
Z135,Z13.5,45547288,Special screening examination for eye and ear disorders,ICD10,4167406,Eye disorder screening,SNOMED
Z019,Z01.9,45576123,"Special examination, unspecified",ICD10,4201409,Examination - action,SNOMED
Z081,Z08.1,45600302,Follow-up examination after radiotherapy for malignant neoplasm,ICD10,4327050,"History and physical examination, follow-up for neoplastic disease",SNOMED
C189,C18.9,45561790,"Malignant neoplasm of colon, unspecified",ICD10,4180790,Malignant tumor of colon,SNOMED
L900,L90.0,45548221,Lichen sclerosus et atrophicus,ICD10,4119189,Lichen sclerosus et atrophicus,SNOMED
M459,M45,45591841,Ankylosing spondylitis,ICD10,437082,Ankylosing spondylitis,SNOMED
N183,N18.3,45543858,"Chronic kidney disease, stage 3",ICD10,443597,Chronic kidney disease stage 3,SNOMED
C187,C18.7,45571491,Malignant neoplasm of sigmoid colon,ICD10,443381,Malignant tumor of sigmoid colon,SNOMED
Z858,Z85.8,45576195,Personal history of malignant neoplasms of other organs and systems,ICD10,4214956,History of clinical finding in subject,SNOMED
M179,M17.9,45606128,"Gonarthrosis, unspecified",ICD10,4079750,Osteoarthritis of knee,SNOMED
R059,R05,45606792,Cough,ICD10,254761,Cough,SNOMED
M232,M23.2,45591779,Derangement of meniscus due to old tear or injury,ICD10,75346,Derangement of meniscus,SNOMED
R410,R41.0,45558469,"Disorientation, unspecified",ICD10,4268911,Disorientated,SNOMED
G301,G30.1,45552521,Alzheimer's disease with late onset,ICD10,4278830,"Primary degenerative dementia of the Alzheimer type, senile onset, uncomplicated",SNOMED
I830,I83.0,45557601,Varicose veins of lower extremities with ulcer,ICD10,318784,Varicose veins of lower extremity with ulcer,SNOMED
E108,E10.8,45552384,Insulin-dependent diabetes mellitus with unspecified complications,ICD10,435216,Disorder due to type 1 diabetes mellitus,SNOMED
H010,H01.0,45533180,Blepharitis,ICD10,378425,Blepharitis,SNOMED
M073,M07.3,45591706,Other psoriatic arthropathies,ICD10,81931,Psoriasis with arthropathy,SNOMED
K579,K57.9,45543325,"Diverticular disease of intestine, part unspecified, without perforation or abscess",ICD10,4266809,Diverticular disease,SNOMED
H160,H16.0,45557339,Corneal ulcer,ICD10,373202,Corneal ulcer,SNOMED
N179,N17.9,45567829,"Acute renal failure, unspecified",ICD10,197320,Acute renal failure syndrome,SNOMED
R065,R06.5,45573006,Mouth breathing,ICD10,4298207,Mouth breathing,SNOMED
G510,G51.0,45571815,Bell's palsy,ICD10,374923,Bell's palsy,SNOMED
R224,R22.4,45597173,"Localized swelling, mass and lump, lower limb",ICD10,4171919,"Localized swelling, mass and lump, lower limb",SNOMED
Z867A,Z86.7,45576199,Personal history of diseases of the circulatory system,ICD10,4214956,History of clinical finding in subject,SNOMED
M160,M16.0,45543482,"Primary coxarthrosis, bilateral",ICD10,4115380,"Primary coxarthrosis, bilateral",SNOMED
H169,H16.9,45605629,"Keratitis, unspecified",ICD10,374035,Keratitis,SNOMED
D229X,D22.9,45571603,"Melanocytic nevi, unspecified",ICD10,4271013,Melanocytic nevus,SNOMED
N816,N81.6,45543893,Rectocele,ICD10,40490888,Herniation of rectum into vagina,SNOMED
I352,I35.2,45562346,Aortic (valve) stenosis with insufficiency,ICD10,4111099,Aortic valve stenosis with insufficiency,SNOMED
C449,C44.9,45590902,"Malignant neoplasm of skin, unspecified",ICD10,4155297,Malignant neoplasm of skin,SNOMED
S610,S61.0,45578756,Open wound of finger(s) without damage to nail,ICD10,4054063,Open wound of finger,SNOMED
G402,G40.2,45591172,Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures,ICD10,4101747,Localization-related(focal)(partial)idiopathic epilepsy and epileptic syndromes with seizures of localized onset,SNOMED
M190B,M19.0,45601353,Primary arthrosis of other joints,ICD10,72993,"Localized, primary osteoarthritis",SNOMED
T509,T50.9,45560860,"Poisoning by other and unspecified drugs, medicaments and biological substances",ICD10,442562,Poisoning,SNOMED
Z011,Z01.1,45547279,Examination of ears and hearing,ICD10,4134565,Hearing examination,SNOMED
J961,J96.1,45557632,Chronic respiratory failure,ICD10,314971,Chronic respiratory failure,SNOMED
M316,M31.6,45596563,Other giant cell arteritis,ICD10,314963,Giant cell arteritis,SNOMED
E059,E05.9,45586131,"Thyrotoxicosis, unspecified",ICD10,138387,Thyrotoxicosis,SNOMED
F103,F10.3,45542789,"Mental and behavioral disorders due to use of alcohol, withdrawal state",ICD10,375519,Alcohol withdrawal syndrome,SNOMED
J339,J33.9,45567263,"Nasal polyp, unspecified",ICD10,253788,Nasal polyp,SNOMED
K567,K56.7,45567314,"Ileus, unspecified",ICD10,193518,Intestinal obstruction,SNOMED
H819,H81.9,45567145,"Disorder of vestibular function, unspecified",ICD10,81303,Labyrinthine disorder,SNOMED
F019,F01.9,45533058,"Vascular dementia, unspecified",ICD10,443605,Vascular dementia,SNOMED
M706,M70.6,45606304,Trochanteric bursitis,ICD10,4297894,Trochanteric bursitis,SNOMED
S800,S80.0,45569633,Contusion of knee,ICD10,78619,Contusion of knee,SNOMED
Z049,Z04.9,45605102,Examination and observation for unspecified reason,ICD10,4064522,Medical examination for suspected condition,SNOMED
N319,N31.9,45592128,"Neuromuscular dysfunction of bladder, unspecified",ICD10,4224118,Bladder dysfunction,SNOMED
I255,I25.5,45576867,Ischemic cardiomyopathy,ICD10,4110961,Generalized ischemic myocardial dysfunction,SNOMED
I803,I80.3,45572137,"Phlebitis and thrombophlebitis of lower extremities, unspecified",ICD10,444097,Thrombophlebitis of lower extremities,SNOMED
B349,B34.9,45605229,"Viral infection, unspecified",ICD10,440029,Viral disease,SNOMED
I649,I64,45548032,"Stroke, not specified as hemorrhage or infarction",ICD10,381316,Cerebrovascular accident,SNOMED
F100,F10.0,45755372,"Mental and behavioral disorders due to use of alcohol, acute intoxication",ICD10,433735,Acute alcoholic intoxication in alcoholism,SNOMED
K510,K51.0,45557656,Ulcerative (chronic) enterocolitis,ICD10,40482241,Chronic ulcerative pancolitis,SNOMED
G308,G30.8,45605532,Other Alzheimer's disease,ICD10,378419,Alzheimer's disease,SNOMED
M796H,M79.6,45587063,Pain in limb,ICD10,138525,Pain in limb,SNOMED
F339,F33.9,45581458,"Recurrent depressive disorder, unspecified",ICD10,4282316,Recurrent major depression,SNOMED
E876,E87.6,45537991,Hypokalemia,ICD10,437833,Hypokalemia,SNOMED
F317,F31.7,45581457,"Bipolar affective disorder, currently in remission",ICD10,4310821,Bipolar disorder in remission,SNOMED
B999,B99,45590874,Other and unspecified infectious diseases,ICD10,432250,Disorder due to infection,SNOMED
L089,L08.9,45577027,"Local infection of skin and subcutaneous tissue, unspecified",ICD10,443600,Localized infection of skin AND/OR subcutaneous tissue,SNOMED
H810,H81.0,45567143,Meniere's disease,ICD10,79833,Meniere's disease,SNOMED
F001,F00.1,45755371,Dementia in Alzheimer's disease with late onset,ICD10,4220313,"Primary degenerative dementia of the Alzheimer type, senile onset",SNOMED
Z516,Z51.6,45605134,Desensitization to allergens,ICD10,4057262,Hyposensitization to allergens,SNOMED
R101,R10.1,45568111,Pain localized to upper abdomen,ICD10,4306292,Upper abdominal pain,SNOMED
H438,H43.8,45533329,Other disorders of vitreous body,ICD10,317299,Disorder of vitreous body,SNOMED
Z867B,Z86.7,45576199,Personal history of diseases of the circulatory system,ICD10,4214956,History of clinical finding in subject,SNOMED
M313,M31.3,45591818,Wegener's granulomatosis,ICD10,313223,Granulomatosis with polyangiitis,SNOMED
A419,A41.9,45585911,"Septicemia, unspecified",ICD10,132797,Sepsis,SNOMED
K591,K59.1,45543327,Functional diarrhea,ICD10,80141,Functional diarrhea,SNOMED
H353A,H35.3,45543033,Degeneration of macula and posterior pole,ICD10,4146103,Degeneration of macula and posterior pole,SNOMED
Q612,Q61.2,45558415,"Polycystic kidney, adult type",ICD10,436232,"Polycystic kidney disease, adult type",SNOMED
N950,N95.0,45567872,Postmenopausal bleeding,ICD10,195321,Postmenopausal bleeding,SNOMED
M181,M18.1,45538684,Other primary arthrosis of first carpometacarpal joint,ICD10,4114586,"Primary arthrosis of first carpometacarpal joints, bilateral",SNOMED
R329,R32,45606803,Unspecified urinary incontinence,ICD10,197672,Urinary incontinence,SNOMED
I712,I71.2,45601082,"Thoracic aortic aneurysm, without mention of rupture",ICD10,441051,Thoracic aortic aneurysm without rupture,SNOMED
F002,F00.2,45557146,"Dementia in Alzheimer's disease, atypical or mixed type",ICD10,378419,Alzheimer's disease,SNOMED
M139,M13.9,45567463,"Arthritis, unspecified",ICD10,4291025,Arthritis,SNOMED
Z941,,45590779,Heart transplant status,,4058860,H/O: heart recipient,SNOMED
K209,K20,45596308,Esophagitis,ICD10,30753,Esophagitis,SNOMED
I151,I15.1,45557535,Hypertension secondary to other renal disorders,ICD10,317895,Renovascular hypertension,SNOMED
D629,D62,45591014,Acute posthemorrhagic anemia,ICD10,434894,Acute posthemorrhagic anemia,SNOMED
E114,E11.4,45576442,Non-insulin-dependent diabetes mellitus with neurological complications,ICD10,376065,Neurologic disorder associated with type 2 diabetes mellitus,SNOMED
K859,K85.9,45591611,"Acute pancreatitis, unspecified",ICD10,199074,Acute pancreatitis,SNOMED
J841,J84.1,45557630,Other interstitial pulmonary diseases with fibrosis,ICD10,4197819,Fibrosis of lung,SNOMED
S8210,S82.1,45579358,Fracture of upper end of tibia,ICD10,4070301,Fracture of upper end of tibia,SNOMED
F411,F41.1,45571764,Generalized anxiety disorder,ICD10,434613,Generalized anxiety disorder,SNOMED
Z854J,Z85.4,45556861,Personal history of malignant neoplasm of genital organs,ICD10,4214956,History of clinical finding in subject,SNOMED
Z349,Z34.9,45566420,"Supervision of normal pregnancy, unspecified",ICD10,4217975,Normal pregnancy,SNOMED
Z866A,Z86.6,45581082,Personal history of diseases of the nervous system and sense organs,ICD10,4214956,History of clinical finding in subject,SNOMED
Z850,Z85.0,45542467,Personal history of malignant neoplasm of digestive organs,ICD10,4214956,History of clinical finding in subject,SNOMED
Z515,Z51.5,45547323,Palliative care,ICD10,4014023,Palliative care,SNOMED
M232M,M23.2,45591779,Derangement of meniscus due to old tear or injury,ICD10,75346,Derangement of meniscus,SNOMED
C349C,C34.9,45542592,"Malignant neoplasm of bronchus or lung, unspecified",ICD10,442139,Primary malignant neoplasm of bronchus,SNOMED
C786,C78.6,45547522,Secondary malignant neoplasm of retroperitoneum and peritoneum,ICD10,196925,Secondary malignant neoplasm of retroperitoneum and peritoneum,SNOMED
M511K,M51.1,45562747,Lumbar and other intervertebral disc disorders with radiculopathy,ICD10,78832,Intervertebral disc disorder with myelopathy,SNOMED
N812,N81.2,45596883,Incomplete uterovaginal prolapse,ICD10,197332,Incomplete uterovaginal prolapse,SNOMED
Z947,,45590780,Corneal transplant status,,4058430,H/O: cornea recipient,SNOMED
R202,R20.2,45568120,Paresthesia of skin,ICD10,4010975,Paresthesia of skin,SNOMED
Z089C,Z08.9,45542401,Follow-up examination after unspecified treatment for malignant neoplasm,ICD10,4327050,"History and physical examination, follow-up for neoplastic disease",SNOMED
S860,S86.0,45603774,Injury of Achilles tendon,ICD10,45765623,Disorder of Achilles tendon,SNOMED
H919,H91.9,45547996,"Hearing loss, unspecified",ICD10,377889,Hearing loss,SNOMED
N950A,N95.0,45567872,Postmenopausal bleeding,ICD10,195321,Postmenopausal bleeding,SNOMED
I489D,I48.9,45755409,"Atrial fibrillation and atrial flutter, unspecified",ICD10,4108832,Atrial fibrillation and flutter,SNOMED
D381,D38.1,45605357,"Neoplasm of uncertain or unknown behavior of trachea, bronchus and lung",ICD10,193998,Neoplasm of uncertain behavior of digestive and respiratory systems,SNOMED
C439,C43.9,45547491,"Malignant melanoma of skin, unspecified",ICD10,141232,Malignant melanoma of skin,SNOMED
I214X,I21.4,45572081,Acute subendocardial myocardial infarction,ICD10,444406,Acute subendocardial infarction,SNOMED
N300,N30.0,45601724,Acute cystitis,ICD10,194081,Acute cystitis,SNOMED
E116D,E11.6,45552387,Non-insulin-dependent diabetes mellitus with other specified complications,ICD10,443732,Disorder due to type 2 diabetes mellitus,SNOMED
M790,M79.0,45567658,"Rheumatism, unspecified",ICD10,138845,Rheumatism,SNOMED
K800,K80.0,45586735,Calculus of gallbladder with acute cholecystitis,ICD10,194991,Calculus of gallbladder with acute cholecystitis,SNOMED
E789,E78.9,45581384,"Disorder of lipoprotein metabolism, unspecified",ICD10,437530,Disorder of lipid metabolism,SNOMED
N083,N08.3,45592124,Glomerular disorders in diabetes mellitus,ICD10,4137220,Diabetic glomerulonephritis,SNOMED
S400,S40.0,45563774,Contusion of shoulder and upper arm,ICD10,76565,Contusion of shoulder region,SNOMED
J300,J30.0,45581852,Vasomotor rhinitis,ICD10,4305500,Vasomotor rhinitis,SNOMED
Z031,Z03.1,45537614,Observation for suspected malignant neoplasm,ICD10,4062771,Examination for suspected neoplasm,SNOMED
C539,C53.9,45547507,"Malignant neoplasm of cervix uteri, unspecified",ICD10,198984,Malignant tumor of cervix,SNOMED
R073,R07.3,45597166,Other chest pain,ICD10,77670,Chest pain,SNOMED
G309,G30.9,45591165,"Alzheimer's disease, unspecified",ICD10,378419,Alzheimer's disease,SNOMED
N359,N35.9,45543870,"Urethral stricture, unspecified",ICD10,195590,Urethral stricture,SNOMED
924A,,,,,,,
996A,,,,,,,
Z000,Z00.0,45585791,General medical examination,ICD10,4065061,Individual health examination,SNOMED
R490,R49.0,45558473,Dysphonia,ICD10,432730,Difficulty speaking,SNOMED
M797,M79.7,45553272,Fribromyalgia,ICD10,4080995,Fibromyositis,SNOMED
L984,L98.4,45533667,"Chronic ulcer of skin, not elsewhere classified",ICD10,134441,Chronic ulcer of skin,SNOMED
